timestamp,protocol,product_id,src_asset_id,dst_asset_id,src_ip,dst_ip,cip_service,class_id,instance_id,attribute_id,status,response_time_ms,bytes_in,bytes_out
2025-09-02T08:08:51,EtherNet/IP,C2_L2_14,C2_L2_14,C1_L1_16,10.129.12.194,10.191.12.203,GetAttributeAll,279,624,18,Success,243,340,785
2025-09-02T08:09:10,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_08,10.109.1.17,10.4.11.180,WriteTag,146,987,5,Success,159,490,640
2025-09-02T08:09:37,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,WriteTag,185,180,5,DeviceFailure,130,356,779
2025-09-02T08:10:35,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_11,10.246.13.223,10.48.14.225,ForwardOpen,101,623,7,Success,43,484,182
2025-09-02T08:11:54,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ReadTag,283,606,12,Timeout,147,548,520
2025-09-02T08:13:29,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,WriteTag,372,132,1,Success,70,358,378
2025-09-02T08:13:32,EtherNet/IP,C2_L2_03,C2_L2_03,C1_L1_16,10.243.1.26,10.191.12.203,ForwardClose,174,533,3,Success,101,430,653
2025-09-02T08:13:40,EtherNet/IP,C2_L2_14,C2_L2_14,C1_L1_16,10.129.12.194,10.191.12.203,ForwardOpen,173,191,18,PathSegmentError,89,253,697
2025-09-02T08:13:53,EtherNet/IP,C1_L1_02,C1_L1_02,P0_L0_12,10.103.1.17,10.231.14.239,GetAttributeAll,101,933,2,Success,117,431,413
2025-09-02T08:16:13,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,WriteTag,267,130,11,Success,272,509,966
2025-09-02T08:16:41,EtherNet/IP,C2_L2_06,C2_L2_06,C1_L1_19,10.155.10.161,10.246.13.223,ForwardClose,319,53,8,PathSegmentError,190,555,863
2025-09-02T08:17:39,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_09,10.109.1.17,10.17.14.231,ReadTag,24,718,12,Success,57,405,439
2025-09-02T08:17:43,EtherNet/IP,C1_L1_05,C1_L1_05,P0_L0_07,10.86.0.6,10.230.11.188,ReadTag,492,592,11,Success,58,318,937
2025-09-02T08:17:55,EtherNet/IP,C2_L2_03,C2_L2_03,C1_L1_16,10.243.1.26,10.191.12.203,ForwardOpen,194,519,14,Success,158,437,594
2025-09-02T08:18:22,EtherNet/IP,C1_L1_05,C1_L1_05,P0_L0_07,10.86.0.6,10.230.11.188,ForwardOpen,399,130,17,Success,183,380,433
2025-09-02T08:19:02,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_05,10.246.13.223,10.194.15.246,GetAttributeAll,214,17,2,Success,504,640,476
2025-09-02T08:19:06,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,GetAttributeAll,16,420,1,Success,273,228,253
2025-09-02T08:19:25,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_09,10.109.1.17,10.17.14.231,WriteTag,437,476,7,Success,368,491,340
2025-09-02T08:19:27,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,ReadTag,385,785,19,Success,217,644,447
2025-09-02T08:19:38,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_08,10.109.1.17,10.4.11.180,GetAttributeAll,248,605,8,Success,84,368,532
2025-09-02T08:19:38,EtherNet/IP,C1_L1_02,C1_L1_02,P0_L0_12,10.103.1.17,10.231.14.239,ForwardOpen,251,970,2,Success,128,323,501
2025-09-02T08:20:11,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,GetAttributeAll,144,588,6,Timeout,37,532,678
2025-09-02T08:20:34,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,WriteTag,376,591,17,Success,155,380,740
2025-09-02T08:21:18,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_11,10.246.13.223,10.48.14.225,GetAttributeAll,500,65,8,Success,126,661,679
2025-09-02T08:22:33,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_09,10.109.1.17,10.17.14.231,WriteTag,267,108,20,Success,246,431,591
2025-09-02T08:22:41,EtherNet/IP,C2_L2_06,C2_L2_06,C1_L1_19,10.155.10.161,10.246.13.223,WriteTag,105,407,18,Success,248,353,1093
2025-09-02T08:23:19,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,ReadTag,67,639,1,Success,191,489,663
2025-09-02T08:23:47,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,GetAttributeAll,6,259,9,Success,179,416,650
2025-09-02T08:24:44,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,ForwardClose,456,106,12,Success,39,408,659
2025-09-02T08:24:47,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_08,10.109.1.17,10.4.11.180,ForwardOpen,482,825,10,Success,54,314,780
2025-09-02T08:24:51,EtherNet/IP,C1_L1_05,C1_L1_05,P0_L0_07,10.86.0.6,10.230.11.188,ForwardClose,110,131,2,Timeout,277,432,567
2025-09-02T08:25:09,EtherNet/IP,C1_L1_02,C1_L1_02,P0_L0_12,10.103.1.17,10.231.14.239,ForwardOpen,416,120,19,Success,132,395,714
2025-09-02T08:27:44,EtherNet/IP,C2_L2_14,C2_L2_14,C1_L1_16,10.129.12.194,10.191.12.203,WriteTag,450,921,2,Success,168,414,449
2025-09-02T08:27:50,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_11,10.246.13.223,10.48.14.225,ForwardOpen,14,207,9,Success,154,482,718
2025-09-02T08:27:54,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,ForwardOpen,464,12,3,DeviceFailure,81,513,794
2025-09-02T08:28:48,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,WriteTag,17,161,2,Success,108,391,532
2025-09-02T08:29:05,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_11,10.203.12.196,10.48.14.225,GetAttributeAll,65,3,5,Success,108,404,405
2025-09-02T08:29:19,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_08,10.109.1.17,10.4.11.180,ForwardOpen,140,790,16,Success,100,445,288
2025-09-02T08:29:52,EtherNet/IP,C2_L2_14,C2_L2_14,C1_L1_16,10.129.12.194,10.191.12.203,GetAttributeAll,159,551,5,Success,109,421,390
2025-09-02T08:30:01,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,ForwardOpen,43,966,12,Success,86,540,405
2025-09-02T08:30:21,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_11,10.246.13.223,10.48.14.225,ForwardClose,358,764,3,Success,159,551,549
2025-09-02T08:31:12,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,GetAttributeAll,208,507,2,Success,122,516,937
2025-09-02T08:31:41,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_11,10.203.12.196,10.48.14.225,GetAttributeAll,344,948,19,Success,58,332,554
2025-09-02T08:32:21,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,ForwardClose,232,692,13,Success,59,490,559
2025-09-02T08:32:53,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,WriteTag,460,564,11,Success,67,538,508
2025-09-02T08:32:53,EtherNet/IP,C2_L2_12,C2_L2_12,C1_L1_08,10.58.4.76,10.150.0.12,WriteTag,213,77,7,Success,89,379,757
2025-09-02T08:32:58,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,GetAttributeAll,342,471,17,Success,298,414,592
2025-09-02T08:33:04,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,ForwardOpen,292,281,3,Success,285,408,499
2025-09-02T08:33:30,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ForwardClose,41,482,13,Success,163,377,761
2025-09-02T08:34:20,EtherNet/IP,C1_L1_06,C1_L1_06,P0_L0_09,10.73.10.165,10.17.14.231,WriteTag,441,148,6,Success,480,392,918
2025-09-02T08:34:24,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,GetAttributeAll,30,639,16,Success,144,312,150
2025-09-02T08:34:34,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_10,10.203.12.196,10.254.7.118,GetAttributeAll,424,158,12,Success,201,304,330
2025-09-02T08:34:44,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_11,10.203.12.196,10.48.14.225,GetAttributeAll,20,934,11,Success,46,386,631
2025-09-02T08:35:23,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ForwardOpen,125,860,6,PathSegmentError,440,283,881
2025-09-02T08:35:48,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_11,10.203.12.196,10.48.14.225,ForwardClose,76,75,3,PathSegmentError,321,682,445
2025-09-02T08:36:50,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,ForwardClose,16,859,19,Success,84,475,666
2025-09-02T08:36:55,EtherNet/IP,C1_L1_05,C1_L1_05,P0_L0_07,10.86.0.6,10.230.11.188,ForwardOpen,363,845,11,Success,96,393,322
2025-09-02T08:37:43,EtherNet/IP,C2_L2_06,C2_L2_06,C1_L1_19,10.155.10.161,10.246.13.223,GetAttributeAll,458,597,20,Success,132,557,693
2025-09-02T08:39:30,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_05,10.246.13.223,10.194.15.246,ForwardOpen,114,71,11,Success,455,595,1128
2025-09-02T08:40:33,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_10,10.203.12.196,10.254.7.118,ReadTag,78,154,11,Success,41,419,812
2025-09-02T08:40:33,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,ForwardClose,488,639,10,Timeout,141,336,315
2025-09-02T08:41:01,EtherNet/IP,C2_L2_14,C2_L2_14,C1_L1_16,10.129.12.194,10.191.12.203,ForwardClose,229,575,10,Success,400,247,564
2025-09-02T08:41:29,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,WriteTag,201,492,15,Success,83,161,978
2025-09-02T08:42:10,EtherNet/IP,C2_L2_06,C2_L2_06,C1_L1_19,10.155.10.161,10.246.13.223,ForwardOpen,361,682,20,Success,203,326,715
2025-09-02T08:42:28,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,GetAttributeAll,192,292,14,Success,61,70,278
2025-09-02T08:42:28,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_08,10.109.1.17,10.4.11.180,ReadTag,121,679,6,PathSegmentError,69,373,270
2025-09-02T08:43:16,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ForwardOpen,380,674,4,Success,36,318,599
2025-09-02T08:43:25,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_05,10.246.13.223,10.194.15.246,WriteTag,10,365,12,Success,148,365,638
2025-09-02T08:43:40,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,ReadTag,232,561,13,Success,272,370,739
2025-09-02T08:44:03,EtherNet/IP,C2_L2_06,C2_L2_06,C1_L1_19,10.155.10.161,10.246.13.223,GetAttributeAll,339,28,8,Success,114,638,792
2025-09-02T08:44:51,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,GetAttributeAll,224,561,11,Success,66,252,169
2025-09-02T08:45:43,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_10,10.203.12.196,10.254.7.118,ReadTag,390,290,12,DeviceFailure,98,312,296
2025-09-02T08:45:54,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,GetAttributeAll,4,68,1,Success,369,136,558
2025-09-02T08:46:52,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_05,10.246.13.223,10.194.15.246,ForwardOpen,473,671,13,Success,242,302,374
2025-09-02T08:47:06,EtherNet/IP,C1_L1_06,C1_L1_06,P0_L0_09,10.73.10.165,10.17.14.231,ForwardClose,385,783,16,Success,165,372,454
2025-09-02T08:47:31,EtherNet/IP,C2_L2_03,C2_L2_03,C1_L1_16,10.243.1.26,10.191.12.203,ForwardOpen,333,471,5,PathSegmentError,248,382,282
2025-09-02T08:47:46,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_10,10.203.12.196,10.254.7.118,WriteTag,302,521,8,Success,136,353,659
2025-09-02T08:49:58,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,ReadTag,213,229,14,Success,62,468,644
2025-09-02T08:50:03,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,ForwardOpen,441,658,14,Success,267,498,606
2025-09-02T08:50:12,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_09,10.109.1.17,10.17.14.231,ReadTag,158,459,20,DeviceFailure,103,419,662
2025-09-02T08:51:04,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_07,10.203.12.196,10.230.11.188,ForwardClose,392,579,18,Success,173,230,444
2025-09-02T08:51:39,EtherNet/IP,C1_L1_02,C1_L1_02,P0_L0_12,10.103.1.17,10.231.14.239,WriteTag,331,34,10,Success,486,382,725
2025-09-02T08:51:42,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,ReadTag,267,16,18,Success,47,561,612
2025-09-02T08:52:34,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,WriteTag,118,300,20,Success,78,438,746
2025-09-02T08:53:08,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_09,10.109.1.17,10.17.14.231,ReadTag,225,172,18,Success,75,263,583
2025-09-02T08:53:28,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,WriteTag,461,960,20,Success,38,388,245
2025-09-02T08:53:44,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,ForwardClose,279,392,8,Success,261,408,764
2025-09-02T08:56:09,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ForwardOpen,56,67,2,PathSegmentError,86,482,762
2025-09-02T08:56:11,EtherNet/IP,C2_L2_12,C2_L2_12,C1_L1_08,10.58.4.76,10.150.0.12,GetAttributeAll,102,807,12,Success,127,463,660
2025-09-02T08:56:15,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,ReadTag,482,674,14,Success,86,513,728
2025-09-02T08:56:16,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ForwardOpen,444,316,8,Success,101,408,769
2025-09-02T08:56:40,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ReadTag,335,120,2,Success,170,364,122
2025-09-02T08:56:45,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_05,10.246.13.223,10.194.15.246,WriteTag,95,221,7,Success,199,213,505
2025-09-02T08:56:53,EtherNet/IP,C1_L1_02,C1_L1_02,P0_L0_12,10.103.1.17,10.231.14.239,GetAttributeAll,402,659,14,Success,157,447,597
2025-09-02T08:57:05,EtherNet/IP,C1_L1_02,C1_L1_02,P0_L0_12,10.103.1.17,10.231.14.239,ForwardClose,421,798,11,Success,162,501,511
2025-09-02T08:59:24,EtherNet/IP,C1_L1_06,C1_L1_06,P0_L0_09,10.73.10.165,10.17.14.231,ForwardClose,429,310,2,Success,98,305,659
2025-09-02T09:00:06,EtherNet/IP,C1_L1_06,C1_L1_06,P0_L0_09,10.73.10.165,10.17.14.231,ForwardOpen,180,88,20,Success,445,343,449
2025-09-02T09:00:12,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,ReadTag,427,88,14,Success,247,436,727
2025-09-02T09:00:40,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,GetAttributeAll,398,983,3,Success,156,463,537
2025-09-02T09:00:49,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_07,10.203.12.196,10.230.11.188,WriteTag,154,19,2,Success,316,433,703
2025-09-02T09:01:02,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ForwardClose,330,703,19,Success,227,357,591
2025-09-02T09:01:18,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,ReadTag,322,182,1,Success,178,430,621
2025-09-02T09:01:19,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,ReadTag,352,450,13,Success,78,150,603
2025-09-02T09:01:55,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_08,10.109.1.17,10.4.11.180,ForwardClose,134,602,20,Success,114,533,435
2025-09-02T09:02:40,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,GetAttributeAll,19,528,11,Success,95,172,455
2025-09-02T09:02:43,EtherNet/IP,C2_L2_03,C2_L2_03,C1_L1_16,10.243.1.26,10.191.12.203,ForwardClose,144,224,6,Success,252,249,861
2025-09-02T09:02:57,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,ForwardClose,277,440,15,Success,34,557,562
2025-09-02T09:03:18,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_09,10.109.1.17,10.17.14.231,ForwardOpen,252,439,10,Timeout,52,404,678
2025-09-02T09:03:18,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,WriteTag,54,80,2,Success,184,339,1011
2025-09-02T09:03:26,EtherNet/IP,C1_L1_21,C1_L1_21,P0_L0_01,10.150.11.178,10.16.0.2,ForwardClose,438,335,16,Success,101,568,491
2025-09-02T09:03:26,EtherNet/IP,C1_L1_05,C1_L1_05,P0_L0_07,10.86.0.6,10.230.11.188,WriteTag,65,469,16,Success,212,299,458
2025-09-02T09:03:47,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_07,10.203.12.196,10.230.11.188,ForwardOpen,354,187,6,Success,41,397,653
2025-09-02T09:03:52,EtherNet/IP,C2_L2_03,C2_L2_03,C1_L1_16,10.243.1.26,10.191.12.203,WriteTag,442,233,6,Success,113,414,575
2025-09-02T09:04:47,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_05,10.246.13.223,10.194.15.246,ReadTag,152,532,19,Success,168,639,383
2025-09-02T09:05:10,EtherNet/IP,C1_L1_13,C1_L1_13,P0_L0_05,10.7.13.214,10.194.15.246,GetAttributeAll,176,610,17,Success,137,464,953
2025-09-02T09:05:19,EtherNet/IP,C1_L1_05,C1_L1_05,P0_L0_07,10.86.0.6,10.230.11.188,GetAttributeAll,492,880,11,Success,542,444,276
2025-09-02T09:05:19,EtherNet/IP,C2_L2_14,C2_L2_14,C1_L1_16,10.129.12.194,10.191.12.203,ForwardOpen,363,267,8,Success,233,340,379
2025-09-02T09:05:44,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,ForwardOpen,394,702,3,Success,228,371,758
2025-09-02T09:08:20,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_11,10.246.13.223,10.48.14.225,ReadTag,201,572,2,Timeout,155,539,595
2025-09-02T09:09:15,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,GetAttributeAll,457,380,17,Success,139,352,657
2025-09-02T09:09:18,EtherNet/IP,C2_L2_12,C2_L2_12,C1_L1_08,10.58.4.76,10.150.0.12,WriteTag,82,738,14,Success,186,341,374
2025-09-02T09:09:48,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_11,10.203.12.196,10.48.14.225,GetAttributeAll,139,680,13,Success,56,557,501
2025-09-02T09:09:57,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ForwardClose,488,912,20,Success,138,328,547
2025-09-02T09:10:19,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_07,10.203.12.196,10.230.11.188,ForwardClose,362,22,5,Success,76,520,588
2025-09-02T09:11:48,EtherNet/IP,C2_L2_01,C2_L2_01,C1_L1_02,10.93.13.215,10.103.1.17,ForwardOpen,259,399,20,Success,398,243,605
2025-09-02T09:11:48,EtherNet/IP,C2_L2_03,C2_L2_03,C1_L1_16,10.243.1.26,10.191.12.203,WriteTag,271,426,7,Success,126,394,758
2025-09-02T09:12:15,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_05,10.246.13.223,10.194.15.246,ForwardOpen,73,551,6,Success,159,359,696
2025-09-02T09:12:20,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,WriteTag,48,953,20,Success,49,522,686
2025-09-02T09:12:25,EtherNet/IP,C2_L2_12,C2_L2_12,C1_L1_08,10.58.4.76,10.150.0.12,WriteTag,481,708,4,Success,234,445,758
2025-09-02T09:13:37,EtherNet/IP,C2_L2_12,C2_L2_12,C1_L1_08,10.58.4.76,10.150.0.12,GetAttributeAll,247,743,7,Success,135,536,730
2025-09-02T09:14:24,EtherNet/IP,C1_L1_02,C1_L1_02,P0_L0_12,10.103.1.17,10.231.14.239,WriteTag,273,270,8,Success,248,369,772
2025-09-02T09:14:24,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,WriteTag,14,394,15,Success,109,490,434
2025-09-02T09:14:32,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_13,10.5.8.143,10.242.14.234,ForwardClose,365,951,1,DeviceFailure,106,529,490
2025-09-02T09:15:02,EtherNet/IP,C1_L1_05,C1_L1_05,P0_L0_07,10.86.0.6,10.230.11.188,ForwardOpen,380,15,1,Success,263,238,790
2025-09-02T09:15:12,EtherNet/IP,C2_L2_14,C2_L2_14,C1_L1_16,10.129.12.194,10.191.12.203,GetAttributeAll,165,871,1,Success,332,423,631
2025-09-02T09:15:27,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,WriteTag,90,693,7,Success,396,531,822
2025-09-02T09:15:56,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,GetAttributeAll,123,676,7,Success,69,16,647
2025-09-02T09:16:27,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_10,10.203.12.196,10.254.7.118,ForwardClose,24,217,4,Success,192,569,745
2025-09-02T09:16:29,EtherNet/IP,C1_L1_10,C1_L1_10,P0_L0_07,10.203.12.196,10.230.11.188,ForwardOpen,340,299,7,Success,244,313,750
2025-09-02T09:16:40,EtherNet/IP,C1_L1_15,C1_L1_15,P0_L0_02,10.5.8.143,10.172.7.119,ForwardClose,122,721,5,Success,120,349,289
2025-09-02T09:17:00,EtherNet/IP,C1_L1_19,C1_L1_19,P0_L0_05,10.246.13.223,10.194.15.246,ForwardClose,491,552,19,Success,400,472,881
2025-09-02T09:17:28,EtherNet/IP,C1_L1_02,C1_L1_02,P0_L0_12,10.103.1.17,10.231.14.239,GetAttributeAll,189,987,1,Success,271,691,461
2025-09-02T09:18:53,EtherNet/IP,C1_L1_09,C1_L1_09,P0_L0_05,10.109.1.17,10.194.15.246,ReadTag,453,564,18,Success,88,407,345
