timestamp,protocol,product_id,src_asset_id,dst_asset_id,src_ip,dst_ip,transaction_id,unit_id,function_code,address,quantity,status,response_time_ms,bytes_in,bytes_out
2025-09-02T08:32:29,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,40810,203,6,8165,1,OK,425,250,393
2025-09-02T08:32:37,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,5280,55,5,7237,1,OK,109,512,228
2025-09-02T08:34:31,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,1768,155,15,5456,87,OK,736,454,561
2025-09-02T08:34:31,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,34072,42,5,2919,1,IllegalDataAddress,103,425,430
2025-09-02T08:34:48,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,4634,243,1,15637,47,OK,113,582,589
2025-09-02T08:34:53,ModbusTCP,C1_L1_04,C1_L1_04,P0_L0_17,10.204.13.222,10.46.2.33,38505,195,6,4449,1,OK,827,450,842
2025-09-02T08:35:40,ModbusTCP,C1_L1_04,C1_L1_04,P0_L0_17,10.204.13.222,10.46.2.33,47693,242,1,14169,70,OK,113,418,818
2025-09-02T08:36:00,ModbusTCP,C1_L1_21,C1_L1_21,P0_L0_05,10.150.11.178,10.194.15.246,2750,109,4,4371,67,OK,366,486,481
2025-09-02T08:36:59,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,36027,155,6,12837,1,OK,123,426,520
2025-09-02T08:37:03,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_16,10.5.8.143,10.115.6.108,23055,128,1,8796,26,OK,294,637,726
2025-09-02T08:37:17,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,33741,195,4,19246,83,OK,164,111,214
2025-09-02T08:37:58,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,63864,74,4,2586,123,OK,45,518,200
2025-09-02T08:38:19,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,22077,143,15,16521,34,OK,98,562,666
2025-09-02T08:38:50,ModbusTCP,C1_L1_09,C1_L1_09,P0_L0_13,10.109.1.17,10.242.14.234,35838,149,4,5772,48,OK,178,423,744
2025-09-02T08:40:04,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,54368,92,15,6044,6,IllegalDataAddress,124,667,838
2025-09-02T08:40:15,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_15,10.5.8.143,10.146.6.99,51256,159,5,2307,1,OK,86,641,369
2025-09-02T08:40:18,ModbusTCP,C1_L1_14,C1_L1_14,P0_L0_16,10.159.3.51,10.115.6.108,16852,198,1,1547,45,OK,105,314,722
2025-09-02T08:41:51,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,31171,47,6,17938,1,OK,113,382,543
2025-09-02T08:42:32,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,281,210,6,8036,1,OK,279,457,802
2025-09-02T08:42:43,ModbusTCP,C1_L1_19,C1_L1_19,P0_L0_03,10.246.13.223,10.103.5.93,8692,15,3,18124,105,OK,136,317,409
2025-09-02T08:42:43,ModbusTCP,C1_L1_06,C1_L1_06,P0_L0_09,10.73.10.165,10.17.14.231,11265,53,1,6973,11,OK,165,529,713
2025-09-02T08:43:22,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,26980,213,15,1303,99,OK,50,440,699
2025-09-02T08:44:17,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,50406,154,16,5932,80,OK,100,386,743
2025-09-02T08:44:22,ModbusTCP,C1_L1_19,C1_L1_19,P0_L0_03,10.246.13.223,10.103.5.93,13370,36,2,19459,7,OK,98,447,1028
2025-09-02T08:44:28,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_16,10.5.8.143,10.115.6.108,29457,53,15,8656,37,OK,140,473,631
2025-09-02T08:44:34,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,22063,182,16,8083,4,IllegalDataAddress,199,454,641
2025-09-02T08:45:40,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,45944,136,15,4697,54,OK,75,437,801
2025-09-02T08:45:43,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,52930,240,4,3394,44,IllegalFunction,53,683,195
2025-09-02T08:45:54,ModbusTCP,C1_L1_06,C1_L1_06,P0_L0_09,10.73.10.165,10.17.14.231,43434,167,6,6742,1,OK,83,272,460
2025-09-02T08:46:20,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,37315,27,15,17000,52,OK,89,397,1072
2025-09-02T08:46:24,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,2191,234,1,861,19,OK,234,323,879
2025-09-02T08:46:58,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,31392,244,4,1779,124,OK,63,428,323
2025-09-02T08:47:05,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,25670,57,4,4064,55,OK,75,502,696
2025-09-02T08:47:44,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,25042,214,6,19005,1,OK,112,431,722
2025-09-02T08:47:53,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,49263,221,15,16290,82,OK,59,573,396
2025-09-02T08:48:32,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_15,10.5.8.143,10.146.6.99,17217,158,3,9723,18,OK,723,355,491
2025-09-02T08:50:05,ModbusTCP,C1_L1_09,C1_L1_09,P0_L0_13,10.109.1.17,10.242.14.234,60650,185,4,17167,57,SlaveDeviceFailure,29,258,803
2025-09-02T08:50:28,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_16,10.5.8.143,10.115.6.108,8358,244,6,13313,1,OK,321,310,459
2025-09-02T08:51:25,ModbusTCP,C1_L1_06,C1_L1_06,P0_L0_09,10.73.10.165,10.17.14.231,65515,83,2,15621,82,IllegalDataAddress,63,249,497
2025-09-02T08:51:25,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,55124,113,5,17279,1,OK,145,434,51
2025-09-02T08:51:42,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,41261,174,15,5536,72,OK,103,573,643
2025-09-02T08:52:17,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_15,10.5.8.143,10.146.6.99,41351,186,4,11380,47,SlaveDeviceFailure,85,418,341
2025-09-02T08:53:44,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,47780,182,2,15148,57,IllegalDataAddress,342,403,352
2025-09-02T08:53:56,ModbusTCP,C1_L1_14,C1_L1_14,P0_L0_16,10.159.3.51,10.115.6.108,60547,236,16,5811,25,OK,453,418,564
2025-09-02T08:54:06,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,57432,50,16,10990,71,SlaveDeviceFailure,36,176,530
2025-09-02T08:55:09,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,16486,130,2,12728,87,OK,74,559,663
2025-09-02T08:56:32,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,25314,222,16,1058,55,OK,34,468,686
2025-09-02T08:56:52,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_15,10.5.8.143,10.146.6.99,789,149,4,12301,97,OK,266,382,437
2025-09-02T08:56:56,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,25803,223,5,6360,1,OK,371,185,304
2025-09-02T08:57:13,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_15,10.5.8.143,10.146.6.99,44483,168,5,3504,1,OK,143,368,471
2025-09-02T08:57:33,ModbusTCP,C1_L1_19,C1_L1_19,P0_L0_03,10.246.13.223,10.103.5.93,59339,45,3,1465,15,OK,106,264,390
2025-09-02T08:58:01,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,55694,114,2,5974,79,OK,143,446,412
2025-09-02T08:58:36,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,41641,60,3,14485,20,OK,207,235,533
2025-09-02T08:58:58,ModbusTCP,C1_L1_14,C1_L1_14,P0_L0_16,10.159.3.51,10.115.6.108,22554,104,1,10853,19,OK,53,341,763
2025-09-02T08:59:02,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,6920,23,5,16457,1,OK,155,310,622
2025-09-02T09:00:39,ModbusTCP,C1_L1_06,C1_L1_06,P0_L0_09,10.73.10.165,10.17.14.231,4843,80,2,18036,89,OK,146,532,825
2025-09-02T09:01:18,ModbusTCP,C1_L1_19,C1_L1_19,P0_L0_03,10.246.13.223,10.103.5.93,37195,164,3,8061,108,OK,63,447,302
2025-09-02T09:01:46,ModbusTCP,C1_L1_14,C1_L1_14,P0_L0_16,10.159.3.51,10.115.6.108,4909,23,16,1330,22,OK,237,147,268
2025-09-02T09:02:22,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,59398,44,3,1321,94,OK,151,480,767
2025-09-02T09:02:32,ModbusTCP,C1_L1_21,C1_L1_21,P0_L0_05,10.150.11.178,10.194.15.246,126,49,5,668,1,Timeout,39,706,613
2025-09-02T09:02:44,ModbusTCP,C1_L1_04,C1_L1_04,P0_L0_17,10.204.13.222,10.46.2.33,61858,10,1,16691,89,IllegalDataAddress,270,293,635
2025-09-02T09:02:51,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_16,10.5.8.143,10.115.6.108,51415,199,15,18315,18,OK,195,271,581
2025-09-02T09:02:52,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,14214,184,16,11876,17,OK,244,504,609
2025-09-02T09:03:39,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,39489,53,6,16622,1,OK,496,288,634
2025-09-02T09:03:49,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_15,10.5.8.143,10.146.6.99,60794,135,16,330,55,OK,233,283,699
2025-09-02T09:03:50,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,17332,235,16,17948,93,OK,101,145,531
2025-09-02T09:04:04,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,9930,190,6,5029,1,OK,282,325,483
2025-09-02T09:04:28,ModbusTCP,C1_L1_04,C1_L1_04,P0_L0_17,10.204.13.222,10.46.2.33,63301,71,16,6250,82,IllegalDataAddress,176,499,560
2025-09-02T09:04:59,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,54466,131,16,7948,68,OK,66,597,576
2025-09-02T09:05:27,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,2050,243,16,19739,29,OK,199,526,966
2025-09-02T09:05:40,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,22655,47,1,5885,32,IllegalFunction,161,241,736
2025-09-02T09:05:42,ModbusTCP,C1_L1_04,C1_L1_04,P0_L0_17,10.204.13.222,10.46.2.33,32786,132,15,13809,77,OK,175,418,726
2025-09-02T09:05:55,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_16,10.5.8.143,10.115.6.108,8322,142,3,15879,119,OK,88,319,516
2025-09-02T09:06:20,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,51947,100,2,6259,78,OK,108,316,518
2025-09-02T09:06:35,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,12459,65,1,9324,41,IllegalDataAddress,181,503,562
2025-09-02T09:06:39,ModbusTCP,C1_L1_04,C1_L1_04,P0_L0_17,10.204.13.222,10.46.2.33,42216,32,15,14205,46,IllegalDataAddress,178,391,553
2025-09-02T09:06:48,ModbusTCP,C1_L1_04,C1_L1_04,P0_L0_17,10.204.13.222,10.46.2.33,50686,221,1,7798,62,OK,203,151,460
2025-09-02T09:06:58,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,52618,189,15,560,92,OK,208,218,702
2025-09-02T09:08:22,ModbusTCP,C1_L1_09,C1_L1_09,P0_L0_13,10.109.1.17,10.242.14.234,44189,104,16,16004,38,OK,166,481,613
2025-09-02T09:08:22,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_16,10.5.8.143,10.115.6.108,2850,125,5,7417,1,OK,25,516,528
2025-09-02T09:09:06,ModbusTCP,C1_L1_09,C1_L1_09,P0_L0_13,10.109.1.17,10.242.14.234,35803,56,1,15985,18,OK,358,441,338
2025-09-02T09:09:19,ModbusTCP,C1_L1_04,C1_L1_04,P0_L0_17,10.204.13.222,10.46.2.33,13293,189,4,2689,56,OK,164,330,808
2025-09-02T09:09:45,ModbusTCP,C1_L1_19,C1_L1_19,P0_L0_03,10.246.13.223,10.103.5.93,5203,246,2,11560,8,OK,272,271,769
2025-09-02T09:09:51,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_15,10.5.8.143,10.146.6.99,10143,26,1,16524,90,OK,272,620,698
2025-09-02T09:11:46,ModbusTCP,C1_L1_21,C1_L1_21,P0_L0_05,10.150.11.178,10.194.15.246,31435,79,1,13114,59,OK,70,249,835
2025-09-02T09:12:35,ModbusTCP,C1_L1_14,C1_L1_14,P0_L0_16,10.159.3.51,10.115.6.108,9518,127,15,9924,90,OK,166,331,635
2025-09-02T09:14:00,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,44448,234,4,13825,7,IllegalFunction,261,306,499
2025-09-02T09:14:08,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_11,10.171.15.251,10.48.14.225,51592,2,2,12853,35,OK,226,390,453
2025-09-02T09:14:17,ModbusTCP,C1_L1_15,C1_L1_15,P0_L0_15,10.5.8.143,10.146.6.99,23542,196,5,13047,1,OK,582,477,363
2025-09-02T09:15:02,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,27626,7,5,13252,1,OK,291,323,719
2025-09-02T09:16:18,ModbusTCP,C1_L1_19,C1_L1_19,P0_L0_03,10.246.13.223,10.103.5.93,56641,151,15,11452,52,OK,81,399,881
2025-09-02T09:16:59,ModbusTCP,C1_L1_21,C1_L1_21,P0_L0_05,10.150.11.178,10.194.15.246,54247,47,15,4652,5,OK,158,318,654
2025-09-02T09:17:23,ModbusTCP,C1_L1_19,C1_L1_19,P0_L0_03,10.246.13.223,10.103.5.93,46455,59,5,13326,1,OK,367,383,643
2025-09-02T09:17:26,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,47964,117,5,8333,1,OK,201,464,763
2025-09-02T09:17:32,ModbusTCP,C1_L1_21,C1_L1_21,P0_L0_05,10.150.11.178,10.194.15.246,15382,119,6,4463,1,OK,128,427,460
2025-09-02T09:18:03,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,45719,64,3,19663,101,OK,89,288,701
2025-09-02T09:19:48,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,65509,93,16,5013,40,OK,213,593,620
2025-09-02T09:20:42,ModbusTCP,C1_L1_02,C1_L1_02,P0_L0_07,10.103.1.17,10.230.11.188,53446,94,1,10440,81,OK,125,354,659
2025-09-02T09:20:53,ModbusTCP,C1_L1_19,C1_L1_19,P0_L0_03,10.246.13.223,10.103.5.93,65120,160,1,17971,37,OK,92,458,724
2025-09-02T09:21:22,ModbusTCP,C1_L1_10,C1_L1_10,P0_L0_09,10.203.12.196,10.17.14.231,16284,59,4,4359,96,IllegalDataAddress,362,493,579
2025-09-02T09:22:11,ModbusTCP,C1_L1_21,C1_L1_21,P0_L0_05,10.150.11.178,10.194.15.246,54484,221,4,11537,45,OK,106,285,334
2025-09-02T09:22:51,ModbusTCP,C1_L1_12,C1_L1_12,P0_L0_02,10.171.15.251,10.172.7.119,33560,219,6,5049,1,OK,119,643,538
2025-09-02T09:23:42,ModbusTCP,C1_L1_17,C1_L1_17,P0_L0_01,10.206.6.110,10.16.0.2,4131,129,5,9585,1,OK,383,464,998
