timestamp,protocol,product_id,src_asset_id,dst_asset_id,src_ip,dst_ip,session_id,auth_method,username,result,response_time_ms,bytes_in,bytes_out
2025-09-02T08:12:43,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-550501,Password,operator,Success,60,608,376
2025-09-02T08:13:00,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-891586,PublicKey,svc_account,Success,152,403,526
2025-09-02T08:13:57,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-154141,PublicKey,operator,Success,32,117,617
2025-09-02T08:14:54,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-993619,Password,admin,Success,371,421,733
2025-09-02T08:15:14,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-894725,Password,operator,Success,207,483,715
2025-09-02T08:15:20,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-723315,Password,operator,Success,95,476,530
2025-09-02T08:15:22,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-900949,PublicKey,operator,Success,111,571,711
2025-09-02T08:15:57,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-970172,Password,root,Success,263,326,583
2025-09-02T08:16:37,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-330766,PublicKey,svc_account,Success,453,414,721
2025-09-02T08:17:10,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-654945,Password,admin,Success,137,473,743
2025-09-02T08:17:13,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-157569,PublicKey,svc_account,Success,182,188,423
2025-09-02T08:17:34,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-648200,PublicKey,svc_account,Failure,384,408,703
2025-09-02T08:17:39,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-971581,Password,svc_account,Success,80,361,817
2025-09-02T08:17:55,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-833701,KeyboardInteractive,admin,Success,137,376,861
2025-09-02T08:18:20,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-684382,KeyboardInteractive,root,Success,533,621,409
2025-09-02T08:19:19,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-914612,KeyboardInteractive,operator,Failure,34,412,569
2025-09-02T08:19:25,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-656149,PublicKey,svc_account,Success,351,585,610
2025-09-02T08:21:16,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-913827,PublicKey,admin,Success,106,479,533
2025-09-02T08:22:20,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-996725,PublicKey,admin,Failure,356,363,719
2025-09-02T08:23:04,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-323842,KeyboardInteractive,root,Success,152,649,357
2025-09-02T08:25:05,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-543615,Password,root,Success,428,397,611
2025-09-02T08:25:05,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-242179,KeyboardInteractive,svc_account,Success,225,369,639
2025-09-02T08:26:46,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-476329,Password,svc_account,Success,77,411,722
2025-09-02T08:26:47,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-494535,PublicKey,root,Success,117,303,549
2025-09-02T08:26:47,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-130998,KeyboardInteractive,svc_account,Success,90,329,376
2025-09-02T08:27:25,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-751685,PublicKey,operator,Success,402,602,562
2025-09-02T08:28:28,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-275858,PublicKey,root,Failure,62,309,878
2025-09-02T08:28:48,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-153973,KeyboardInteractive,admin,Success,100,139,813
2025-09-02T08:28:53,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-211452,Password,operator,Failure,295,359,597
2025-09-02T08:29:16,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-699593,KeyboardInteractive,root,Failure,232,315,639
2025-09-02T08:29:22,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-857272,Password,svc_account,Success,53,360,672
2025-09-02T08:29:32,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-639977,KeyboardInteractive,operator,Success,87,447,474
2025-09-02T08:29:42,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-532683,Password,operator,Failure,397,335,850
2025-09-02T08:30:41,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-776533,Password,admin,Success,266,427,638
2025-09-02T08:30:41,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-447417,PublicKey,svc_account,Success,45,386,393
2025-09-02T08:30:56,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-709649,Password,operator,Success,164,360,634
2025-09-02T08:31:02,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-946321,PublicKey,svc_account,Success,375,135,468
2025-09-02T08:31:50,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-585804,PublicKey,root,Success,111,288,349
2025-09-02T08:32:14,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-512033,Password,admin,Success,147,489,504
2025-09-02T08:32:42,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-819599,PublicKey,svc_account,Success,308,466,821
2025-09-02T08:33:43,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-212727,PublicKey,admin,Success,181,199,739
2025-09-02T08:34:03,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-756264,Password,admin,Success,56,478,647
2025-09-02T08:34:58,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-820689,KeyboardInteractive,svc_account,Success,197,468,427
2025-09-02T08:35:13,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-899574,Password,root,Success,330,458,228
2025-09-02T08:35:26,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-644604,KeyboardInteractive,root,Failure,106,522,577
2025-09-02T08:36:17,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-547621,KeyboardInteractive,svc_account,Success,96,487,714
2025-09-02T08:36:45,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-780002,PublicKey,root,Success,48,669,505
2025-09-02T08:37:57,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-260070,PublicKey,admin,Success,224,536,837
2025-09-02T08:38:50,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-192184,KeyboardInteractive,root,Failure,408,472,358
2025-09-02T08:39:05,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-730292,KeyboardInteractive,svc_account,Success,88,116,393
2025-09-02T08:39:25,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-326629,Password,root,Success,93,311,599
2025-09-02T08:39:25,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-528636,KeyboardInteractive,root,Success,76,491,172
2025-09-02T08:39:55,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-403876,PublicKey,operator,Success,45,468,587
2025-09-02T08:40:01,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-570340,KeyboardInteractive,svc_account,Failure,140,405,263
2025-09-02T08:41:00,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-705815,Password,root,Failure,131,259,897
2025-09-02T08:41:23,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-481017,PublicKey,root,Success,269,411,256
2025-09-02T08:41:30,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-686737,Password,svc_account,Success,66,304,513
2025-09-02T08:41:41,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-205701,KeyboardInteractive,operator,Success,187,613,674
2025-09-02T08:41:48,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-249447,Password,svc_account,Success,211,434,927
2025-09-02T08:43:12,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-985425,PublicKey,root,Success,391,264,389
2025-09-02T08:43:27,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-229822,KeyboardInteractive,root,Failure,65,360,850
2025-09-02T08:43:55,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-948772,PublicKey,operator,Success,153,345,530
2025-09-02T08:44:20,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-885713,PublicKey,svc_account,Success,423,339,540
2025-09-02T08:44:26,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-889030,KeyboardInteractive,admin,Success,264,470,704
2025-09-02T08:45:07,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-472328,KeyboardInteractive,operator,Success,54,250,432
2025-09-02T08:45:29,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-415705,PublicKey,svc_account,Success,303,496,631
2025-09-02T08:46:00,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-478731,PublicKey,admin,Failure,185,458,489
2025-09-02T08:46:11,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-327838,KeyboardInteractive,root,Success,157,326,499
2025-09-02T08:46:15,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-145919,KeyboardInteractive,admin,Success,285,253,400
2025-09-02T08:47:06,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-872005,KeyboardInteractive,root,Success,138,326,419
2025-09-02T08:47:24,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-389015,PublicKey,svc_account,Failure,318,444,528
2025-09-02T08:47:25,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-658144,KeyboardInteractive,admin,Success,277,445,649
2025-09-02T08:47:29,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-256060,PublicKey,admin,Success,98,334,707
2025-09-02T08:48:07,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-192913,PublicKey,operator,Success,110,532,400
2025-09-02T08:48:08,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-806309,KeyboardInteractive,svc_account,Success,283,407,406
2025-09-02T08:48:17,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-202003,KeyboardInteractive,operator,Failure,79,350,406
2025-09-02T08:48:29,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-837229,KeyboardInteractive,svc_account,Success,54,348,596
2025-09-02T08:49:20,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-576153,PublicKey,admin,Failure,204,516,852
2025-09-02T08:50:02,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-804924,KeyboardInteractive,operator,Success,275,417,928
2025-09-02T08:50:07,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-985390,KeyboardInteractive,admin,Success,109,547,431
2025-09-02T08:50:13,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-384116,PublicKey,operator,Success,80,417,599
2025-09-02T08:50:23,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-428238,KeyboardInteractive,svc_account,Success,232,384,554
2025-09-02T08:50:46,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-498904,Password,admin,Success,95,549,401
2025-09-02T08:51:03,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-938258,KeyboardInteractive,operator,Success,245,444,622
2025-09-02T08:52:32,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-390892,PublicKey,root,Success,126,292,856
2025-09-02T08:52:51,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-251105,PublicKey,svc_account,Failure,552,407,646
2025-09-02T08:52:52,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-511770,PublicKey,operator,Success,127,423,661
2025-09-02T08:53:09,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-393878,KeyboardInteractive,root,Success,129,454,725
2025-09-02T08:53:41,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-490965,KeyboardInteractive,admin,Success,627,519,893
2025-09-02T08:53:53,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-895980,Password,operator,Success,339,510,791
2025-09-02T08:54:10,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-129892,PublicKey,root,Failure,118,338,326
2025-09-02T08:54:14,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-895385,Password,operator,Success,235,392,754
2025-09-02T08:54:25,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-502557,Password,admin,Success,257,215,495
2025-09-02T08:55:00,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-930441,Password,svc_account,Success,194,517,415
2025-09-02T08:55:13,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-522842,Password,operator,Success,137,418,501
2025-09-02T08:55:23,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-114248,KeyboardInteractive,operator,Success,336,488,1051
2025-09-02T08:55:58,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-826237,PublicKey,svc_account,Success,272,498,753
2025-09-02T08:56:05,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-546055,KeyboardInteractive,operator,Success,196,180,470
2025-09-02T08:56:27,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-925482,KeyboardInteractive,operator,Failure,95,322,767
2025-09-02T08:57:07,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-206297,KeyboardInteractive,admin,Success,84,516,719
2025-09-02T08:58:07,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-381659,Password,operator,Failure,142,528,969
2025-09-02T08:58:26,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-547638,Password,root,Success,108,448,733
2025-09-02T08:58:47,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-109425,KeyboardInteractive,svc_account,Success,357,386,325
2025-09-02T08:59:33,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-591682,KeyboardInteractive,admin,Success,94,152,481
2025-09-02T08:59:39,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-210300,Password,admin,Success,178,557,515
2025-09-02T09:00:39,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-386492,KeyboardInteractive,root,Success,221,432,555
2025-09-02T09:00:41,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-224676,KeyboardInteractive,svc_account,Success,115,169,575
2025-09-02T09:00:49,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-601824,KeyboardInteractive,admin,Success,101,377,668
2025-09-02T09:01:04,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-796191,Password,svc_account,Success,88,376,535
2025-09-02T09:02:13,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-718961,KeyboardInteractive,svc_account,Success,125,600,744
2025-09-02T09:02:22,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-957213,PublicKey,root,Success,116,496,596
2025-09-02T09:02:48,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-813178,Password,operator,Failure,100,316,892
2025-09-02T09:03:28,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-575167,Password,svc_account,Failure,406,390,271
2025-09-02T09:03:45,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-778891,PublicKey,root,Success,102,487,697
2025-09-02T09:03:51,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-163731,KeyboardInteractive,svc_account,Success,282,473,738
2025-09-02T09:04:44,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-381951,PublicKey,operator,Success,179,546,598
2025-09-02T09:04:56,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-735795,KeyboardInteractive,svc_account,Success,317,361,711
2025-09-02T09:05:12,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-532832,PublicKey,operator,Success,257,585,360
2025-09-02T09:07:59,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-258713,PublicKey,root,Success,405,161,613
2025-09-02T09:08:06,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-500743,KeyboardInteractive,operator,Success,114,230,408
2025-09-02T09:08:07,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-613292,PublicKey,svc_account,Success,96,328,767
2025-09-02T09:08:53,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-902790,KeyboardInteractive,admin,Success,362,539,626
2025-09-02T09:09:44,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-186926,PublicKey,operator,Success,264,537,756
2025-09-02T09:10:22,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-916424,Password,operator,Success,142,345,582
2025-09-02T09:11:45,SSH,E_ENT_03,E_ENT_03,D_DMZ_02,10.176.15.254,10.99.8.143,ssh-217823,PublicKey,svc_account,Success,118,422,570
2025-09-02T09:11:45,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-979006,Password,root,Success,93,140,466
2025-09-02T09:11:45,SSH,C3_L3_04,C3_L3_04,C2_L2_08,10.175.6.98,10.113.2.42,ssh-506442,PublicKey,operator,Success,288,250,1060
2025-09-02T09:11:55,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-317006,KeyboardInteractive,root,Success,166,496,860
2025-09-02T09:11:57,SSH,E_ENT_13,E_ENT_13,D_DMZ_02,10.225.13.222,10.99.8.143,ssh-697632,Password,root,Success,95,455,202
2025-09-02T09:12:00,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-508029,Password,operator,Success,55,488,402
2025-09-02T09:12:16,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-931461,KeyboardInteractive,operator,Success,190,138,334
2025-09-02T09:13:05,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-745330,KeyboardInteractive,svc_account,Success,333,213,493
2025-09-02T09:13:36,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-230229,KeyboardInteractive,root,Failure,205,320,534
2025-09-02T09:13:36,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-655248,KeyboardInteractive,operator,Success,344,294,597
2025-09-02T09:14:41,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-962790,KeyboardInteractive,root,Success,277,378,639
2025-09-02T09:14:41,SSH,C3_L3_01,C3_L3_01,C2_L2_08,10.106.9.157,10.113.2.42,ssh-264665,KeyboardInteractive,root,Success,59,504,570
2025-09-02T09:14:53,SSH,C3_L3_06,C3_L3_06,C2_L2_01,10.218.2.44,10.93.13.215,ssh-923168,KeyboardInteractive,operator,Success,178,317,438
2025-09-02T09:15:06,SSH,C3_L3_06,C3_L3_06,C2_L2_14,10.218.2.44,10.129.12.194,ssh-881908,Password,admin,Failure,98,461,205
2025-09-02T09:15:10,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-259930,KeyboardInteractive,root,Success,876,462,487
2025-09-02T09:15:16,SSH,C3_L3_09,C3_L3_09,C2_L2_04,10.183.5.92,10.205.8.132,ssh-401360,Password,root,Success,73,274,310
2025-09-02T09:16:35,SSH,C3_L3_08,C3_L3_08,C2_L2_11,10.76.2.40,10.198.12.199,ssh-238587,KeyboardInteractive,svc_account,Success,63,531,505
2025-09-02T09:16:57,SSH,C3_L3_01,C3_L3_01,C2_L2_05,10.106.9.157,10.89.4.71,ssh-391832,KeyboardInteractive,operator,Success,123,353,382
