flow_id,src_asset_id,dst_asset_id,protocol,controlStrength,pExploit,attackCost_min,impactFactor,riskWeight,cve_count
F0095,C1_L1_14,P0_L0_16,ModbusTCP,0.7496861861382853,0.99,0.020853477272543528,0.99,0.6222969455926465,5
F0096,C1_L1_02,P0_L0_07,ModbusTCP,0.3011569027138543,0.26485610633738976,0.5968332104954703,0.99,0.03152055742470276,4
F0097,C1_L1_15,P0_L0_13,EtherNet/IP,0.9212109657180355,0.8427135784111508,0.07794962894924025,0.99,0.6147028839028666,7
F0098,C1_L1_09,P0_L0_13,ModbusTCP,0.2346843713128545,0.8122940083395853,0.08809757778240314,0.43913024117824595,0.1493845559797794,4
F0099,C1_L1_19,P0_L0_11,EtherNet/IP,0.714526278049975,0.8920024306699655,0.05140883969327576,0.43913024117824595,0.5175405055706146,6
F0100,C1_L1_06,P0_L0_09,EtherNet/IP,0.7865559985713156,0.48568388757119796,0.4005651891068254,0.43913024117824595,0.2083685693784806,7
F0101,C1_L1_09,P0_L0_08,EtherNet/IP,0.32958406244482846,0.49437519330593094,0.37224014511096415,0.43913024117824595,0.0923770791852675,3
F0102,C1_L1_10,P0_L0_07,EtherNet/IP,0.46787257632407886,0.99,0.014497069761661275,0.43913024117824595,0.39811608338065163,5
F0103,C1_L1_02,P0_L0_12,EtherNet/IP,0.9852255096235,0.16639276110574355,0.8600107846302443,0.99,0.031936670394005766,3
F0104,C1_L1_17,P0_L0_01,ModbusTCP,0.23254699088195419,0.47287564754106504,0.39398574975345607,0.99,0.06054443703358748,3
F0105,C1_L1_12,P0_L0_02,ModbusTCP,0.897165435870407,0.5935246942534771,0.2810201215337417,0.21956512058912298,0.33902804173962475,8
F0106,C1_L1_17,P0_L0_01,ModbusTCP,0.9408748656823184,0.7497394789067043,0.14028702892438372,0.99,0.524926510775743,7
F0107,C1_L1_13,P0_L0_05,EtherNet/IP,0.39071314276857744,0.9479241215158134,0.03278568084560319,0.99,0.30605108892236144,6
F0108,C1_L1_10,P0_L0_11,EtherNet/IP,0.9141576102960645,0.550411243437762,0.3122445794819352,0.99,0.30833971025352797,4
F0109,C1_L1_21,P0_L0_01,EtherNet/IP,0.7749072752229089,0.11607467527307885,0.9367337384458055,0.99,0.012275332594438698,4
F0110,C1_L1_15,P0_L0_16,ModbusTCP,0.632664607546493,0.8423705005532008,0.07404657170571606,0.99,0.4236030027504608,4
F0111,C1_L1_12,P0_L0_11,ModbusTCP,0.2643939593023689,0.6521910079629248,0.22526216091196755,0.99,0.1171358008587964,5
F0112,C1_L1_19,P0_L0_05,EtherNet/IP,0.7375031176821535,0.8109216969077853,0.0909969917347354,0.99,0.46750292101192803,8
F0113,C1_L1_05,P0_L0_07,EtherNet/IP,0.8623261348467318,0.6921023987711066,0.17496848043112725,0.21956512058912298,0.4282842736551197,5
F0114,C1_L1_10,P0_L0_10,EtherNet/IP,0.843303449011719,0.45938125179503225,0.3885214696125222,0.43913024117824595,0.2148183204026772,8
F0115,C1_L1_15,P0_L0_15,ModbusTCP,0.6061610902033292,0.6207422043175093,0.24009377843735943,0.99,0.25133223345901606,4
F0116,C1_L1_10,P0_L0_09,ModbusTCP,0.258409294095848,0.5372599255496793,0.3339901841244271,0.99,0.08280648089129834,4
F0117,C1_L1_04,P0_L0_17,ModbusTCP,0.99,0.9004650178327319,0.05375067403939027,0.99,0.7483791752914576,6
F0118,C1_L1_21,P0_L0_05,ModbusTCP,0.99,0.380015907322602,0.49769555650995595,0.99,0.1810091416468079,3
F0119,C1_L1_06,P0_L0_09,ModbusTCP,0.9291192733123667,0.6289760729083091,0.2071965816705127,0.8782604823564919,0.4049819473741512,7
F0120,C1_L1_12,P0_L0_02,ModbusTCP,0.3893238454884923,0.636638145069192,0.2013977537658482,0.99,0.17289493874539927,4
