timestamp,protocol,product_id,src_asset_id,dst_asset_id,src_ip,dst_ip,pdu_type,service,area,db_number,start,size,result,response_time_ms,bytes_in,bytes_out
2025-09-02T08:21:53,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,ProgramBlock,DB,20,3979,101,OK,100,409,140
2025-09-02T08:21:57,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,ack,ProgramBlock,DB,299,622,243,OK,44,583,785
2025-09-02T08:22:12,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,ProgramBlock,I,159,176,182,Error,21,429,1004
2025-09-02T08:22:43,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,PLCControl,M,122,3577,161,OK,262,303,735
2025-09-02T08:23:05,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,job,Stop,Q,107,1553,105,OK,126,197,500
2025-09-02T08:23:16,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,ack,ProgramBlock,Q,425,2432,20,OK,58,366,553
2025-09-02T08:23:26,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,user_data,Stop,DB,112,1281,255,OK,81,480,335
2025-09-02T08:23:49,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,ack,ReadVar,Q,425,821,2,Error,113,98,215
2025-09-02T08:24:32,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,job,WriteVar,I,337,164,47,OK,507,576,1012
2025-09-02T08:25:35,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,Start,Q,73,780,17,OK,80,439,580
2025-09-02T08:26:07,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,ProgramBlock,M,412,1564,188,OK,134,377,734
2025-09-02T08:26:08,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,Stop,M,25,2242,96,OK,133,389,483
2025-09-02T08:26:16,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,job,WriteVar,I,3,4085,27,Error,90,317,436
2025-09-02T08:26:24,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,user_data,ReadVar,Q,425,1822,205,OK,234,496,479
2025-09-02T08:26:31,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,ack,WriteVar,M,411,3390,150,OK,70,315,896
2025-09-02T08:26:33,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,user_data,PLCControl,M,54,1105,157,OK,108,459,502
2025-09-02T08:26:41,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,WriteVar,DB,217,2669,251,OK,119,389,582
2025-09-02T08:26:42,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,Stop,DB,194,2823,128,OK,81,499,824
2025-09-02T08:28:19,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,job,ReadVar,DB,57,1938,223,OK,53,201,554
2025-09-02T08:28:33,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,user_data,ReadVar,DB,196,3398,184,OK,133,427,427
2025-09-02T08:28:37,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,job,Stop,I,345,4094,64,OK,135,293,638
2025-09-02T08:28:42,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,WriteVar,I,25,175,168,Error,42,482,620
2025-09-02T08:28:49,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,job,Start,Q,12,1656,100,OK,404,575,275
2025-09-02T08:28:53,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,ack,Stop,DB,183,3507,128,OK,58,480,944
2025-09-02T08:29:16,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,Start,I,427,2610,245,OK,95,347,733
2025-09-02T08:29:38,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,PLCControl,M,420,4027,245,OK,61,623,491
2025-09-02T08:30:21,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,ReadVar,DB,112,1076,80,OK,239,355,818
2025-09-02T08:30:26,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,user_data,ProgramBlock,I,12,2011,88,OK,25,376,492
2025-09-02T08:30:43,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,user_data,Stop,DB,159,1345,227,OK,95,423,544
2025-09-02T08:30:46,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,user_data,PLCControl,M,462,200,121,OK,138,548,457
2025-09-02T08:30:55,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,user_data,ReadVar,Q,287,755,17,OK,71,525,606
2025-09-02T08:31:02,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,Stop,M,346,2970,179,OK,155,308,637
2025-09-02T08:31:07,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,user_data,PLCControl,Q,228,755,217,OK,179,243,749
2025-09-02T08:31:14,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,user_data,Stop,Q,453,1582,90,OK,219,617,747
2025-09-02T08:32:18,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,user_data,Stop,Q,58,540,89,OK,138,386,747
2025-09-02T08:32:46,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,user_data,Start,I,292,3017,242,Error,283,375,662
2025-09-02T08:33:03,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,user_data,WriteVar,I,473,2937,146,OK,176,495,177
2025-09-02T08:33:11,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,user_data,PLCControl,M,137,1467,64,OK,107,494,903
2025-09-02T08:33:41,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,ack,ReadVar,M,39,1237,70,Error,51,229,682
2025-09-02T08:33:55,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,ack,ProgramBlock,I,346,1032,69,OK,130,403,467
2025-09-02T08:34:13,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,ReadVar,M,465,1037,159,OK,65,467,652
2025-09-02T08:34:16,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,ack,ReadVar,Q,60,673,101,Error,154,267,449
2025-09-02T08:39:03,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,job,ProgramBlock,M,306,2535,140,OK,277,258,593
2025-09-02T08:39:18,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,Stop,DB,17,2406,21,OK,182,315,982
2025-09-02T08:39:27,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,user_data,ProgramBlock,Q,240,1903,249,OK,273,475,325
2025-09-02T08:40:25,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,user_data,ProgramBlock,M,472,3782,170,OK,98,272,725
2025-09-02T08:42:24,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,job,PLCControl,Q,145,3822,167,OK,64,539,690
2025-09-02T08:42:24,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,user_data,WriteVar,M,166,3081,105,OK,93,362,547
2025-09-02T08:42:24,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,ProgramBlock,Q,329,1645,210,OK,378,664,524
2025-09-02T08:42:33,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,user_data,Stop,I,494,1470,238,OK,385,253,349
2025-09-02T08:42:45,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,PLCControl,M,115,4052,253,OK,65,444,650
2025-09-02T08:43:05,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,user_data,PLCControl,Q,390,1763,63,OK,138,548,447
2025-09-02T08:44:46,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,ack,ReadVar,Q,438,2859,112,OK,231,406,838
2025-09-02T08:44:52,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,Stop,M,283,2813,55,OK,513,320,574
2025-09-02T08:45:33,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,user_data,WriteVar,I,367,3454,44,OK,226,297,459
2025-09-02T08:46:08,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,user_data,Start,Q,204,21,128,OK,455,353,471
2025-09-02T08:46:36,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,user_data,ReadVar,DB,260,3610,60,OK,74,460,627
2025-09-02T08:47:23,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,ProgramBlock,I,21,2541,214,OK,106,663,507
2025-09-02T08:47:36,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,Start,Q,490,3534,183,OK,906,558,539
2025-09-02T08:48:14,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,PLCControl,DB,382,702,215,OK,260,381,905
2025-09-02T08:48:34,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,user_data,Start,I,400,3937,106,OK,237,290,858
2025-09-02T08:48:47,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,ack,ProgramBlock,I,23,2146,251,OK,229,339,553
2025-09-02T08:48:53,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,Stop,M,282,3450,85,OK,85,352,721
2025-09-02T08:49:50,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,user_data,Stop,DB,166,3158,224,OK,274,400,658
2025-09-02T08:49:58,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,user_data,WriteVar,I,321,1420,65,Error,323,384,571
2025-09-02T08:49:59,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,user_data,ProgramBlock,M,486,3249,209,OK,167,486,823
2025-09-02T08:50:34,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,WriteVar,DB,68,2545,212,OK,114,484,724
2025-09-02T08:51:07,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,job,Start,DB,104,1459,249,OK,251,426,826
2025-09-02T08:51:26,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,ack,ProgramBlock,I,456,530,2,OK,76,228,900
2025-09-02T08:51:26,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,ack,Stop,Q,403,2596,184,OK,60,289,150
2025-09-02T08:52:10,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,job,ReadVar,Q,349,3319,214,OK,82,44,806
2025-09-02T08:52:22,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,ack,Stop,M,179,2121,197,OK,51,401,737
2025-09-02T08:52:59,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,Stop,DB,155,250,252,OK,299,226,691
2025-09-02T08:53:40,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,user_data,WriteVar,Q,303,1212,144,OK,85,371,716
2025-09-02T08:54:09,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,user_data,Stop,Q,55,1395,253,OK,706,134,765
2025-09-02T08:55:21,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,ProgramBlock,I,158,3126,75,Error,134,434,854
2025-09-02T08:55:39,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,ProgramBlock,I,214,3474,171,OK,63,395,1055
2025-09-02T08:56:17,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,ack,PLCControl,Q,426,3945,39,Error,301,488,786
2025-09-02T08:56:38,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,user_data,ProgramBlock,Q,437,126,4,OK,371,441,413
2025-09-02T08:56:53,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,user_data,ReadVar,I,364,804,244,OK,451,459,402
2025-09-02T08:57:12,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,Stop,Q,201,571,100,OK,139,376,796
2025-09-02T08:57:27,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,job,ProgramBlock,DB,311,2905,49,OK,336,333,828
2025-09-02T08:57:54,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,ack,PLCControl,M,484,3640,49,OK,60,272,770
2025-09-02T08:58:57,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,WriteVar,I,268,1472,132,OK,305,430,846
2025-09-02T09:00:38,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,WriteVar,I,335,256,46,OK,184,478,799
2025-09-02T09:01:00,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,ack,ProgramBlock,DB,153,1618,63,OK,177,468,443
2025-09-02T09:01:07,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,ack,Start,M,143,1051,4,OK,248,466,719
2025-09-02T09:01:29,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,ProgramBlock,M,4,3910,245,OK,145,377,481
2025-09-02T09:02:12,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,user_data,PLCControl,DB,163,2139,116,OK,50,475,738
2025-09-02T09:04:54,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,ack,Start,DB,180,2971,71,OK,351,362,513
2025-09-02T09:05:13,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,user_data,WriteVar,DB,315,750,105,OK,110,318,693
2025-09-02T09:06:12,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,ack,WriteVar,Q,365,1927,236,OK,115,421,219
2025-09-02T09:06:26,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,PLCControl,Q,379,3840,91,OK,488,459,583
2025-09-02T09:06:29,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,job,WriteVar,M,255,1514,134,OK,128,415,518
2025-09-02T09:06:37,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,ProgramBlock,M,58,2991,210,OK,82,219,813
2025-09-02T09:07:13,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,user_data,PLCControl,DB,399,2639,21,OK,197,410,800
2025-09-02T09:07:42,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,ack,Start,I,342,1110,166,OK,120,394,651
2025-09-02T09:08:03,S7comm,C2_L2_05,C2_L2_05,C1_L1_04,10.89.4.71,10.204.13.222,job,WriteVar,M,427,3795,75,OK,78,437,822
2025-09-02T09:08:28,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,ack,WriteVar,Q,153,3603,180,OK,75,437,709
2025-09-02T09:09:12,S7comm,C2_L2_14,C2_L2_14,C1_L1_06,10.129.12.194,10.73.10.165,ack,ReadVar,Q,499,3430,111,Error,179,288,563
2025-09-02T09:09:35,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,job,ProgramBlock,M,74,1053,180,OK,47,249,815
2025-09-02T09:10:02,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,ack,WriteVar,I,220,1967,238,Error,440,424,1161
2025-09-02T09:10:09,S7comm,C2_L2_09,C2_L2_09,C1_L1_12,10.189.6.99,10.171.15.251,user_data,Start,Q,36,773,214,OK,239,573,828
2025-09-02T09:10:41,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,ack,WriteVar,M,252,3204,73,Error,193,201,185
2025-09-02T09:10:51,S7comm,C2_L2_10,C2_L2_10,C1_L1_08,10.34.3.56,10.150.0.12,job,PLCControl,DB,20,4017,252,OK,182,566,969
2025-09-02T09:11:06,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,job,Start,Q,375,636,216,OK,236,336,541
2025-09-02T09:11:16,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,ack,ReadVar,I,94,2914,136,OK,179,256,324
2025-09-02T09:11:57,S7comm,C2_L2_04,C2_L2_04,C1_L1_09,10.205.8.132,10.109.1.17,user_data,ReadVar,DB,336,2708,75,OK,106,692,613
2025-09-02T09:12:04,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,job,ReadVar,DB,84,1901,58,OK,208,376,756
2025-09-02T09:12:07,S7comm,C2_L2_14,C2_L2_14,C1_L1_19,10.129.12.194,10.246.13.223,job,Stop,I,430,2314,147,Error,153,320,711
2025-09-02T09:13:36,S7comm,C2_L2_09,C2_L2_09,C1_L1_18,10.189.6.99,10.50.0.9,job,ReadVar,Q,424,22,251,OK,124,516,785
