timestamp,protocol,product_id,src_asset_id,dst_asset_id,src_ip,dst_ip,security_protocol,username,result,response_time_ms,bytes_in,bytes_out
2025-09-02T08:27:12,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,NLA,operatorB,Success,317,421,174
2025-09-02T08:27:26,RDP,E_ENT_08,E_ENT_08,D_DMZ_06,10.96.11.182,10.96.10.167,TLS,operatorB,Success,147,402,855
2025-09-02T08:27:57,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,CredSSP,svc_rdp,Success,127,149,649
2025-09-02T08:28:29,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,CredSSP,operatorA,Success,110,368,856
2025-09-02T08:28:45,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,operatorA,Success,61,438,560
2025-09-02T08:28:48,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,NLA,svc_rdp,Success,70,511,675
2025-09-02T08:29:00,RDP,E_ENT_08,E_ENT_08,D_DMZ_06,10.96.11.182,10.96.10.167,NLA,svc_rdp,Success,142,275,897
2025-09-02T08:30:32,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,CredSSP,operatorA,Success,108,581,830
2025-09-02T08:30:54,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,NLA,operatorB,Success,120,372,726
2025-09-02T08:31:18,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,NLA,operatorB,Success,391,310,509
2025-09-02T08:31:22,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,svc_rdp,Success,198,297,414
2025-09-02T08:31:30,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,operatorB,Success,282,46,649
2025-09-02T08:33:52,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,TLS,it_admin,Success,38,479,454
2025-09-02T08:34:03,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,CredSSP,svc_rdp,Success,442,359,669
2025-09-02T08:34:38,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,svc_rdp,Failure,88,420,318
2025-09-02T08:35:16,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,TLS,svc_rdp,Success,264,463,365
2025-09-02T08:35:32,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,operatorB,Success,133,215,414
2025-09-02T08:36:55,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,operatorA,Success,295,480,835
2025-09-02T08:37:10,RDP,E_ENT_08,E_ENT_08,D_DMZ_06,10.96.11.182,10.96.10.167,NLA,it_admin,Success,73,222,593
2025-09-02T08:37:31,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,CredSSP,it_admin,Success,66,340,579
2025-09-02T08:37:33,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,NLA,svc_rdp,Success,94,402,412
2025-09-02T08:37:37,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,TLS,operatorB,Success,132,343,437
2025-09-02T08:38:00,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,TLS,operatorB,Success,184,434,723
2025-09-02T08:38:20,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,operatorB,Success,72,427,650
2025-09-02T08:38:28,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,CredSSP,it_admin,Success,135,269,838
2025-09-02T08:38:33,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,CredSSP,svc_rdp,Failure,267,144,920
2025-09-02T08:38:53,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,TLS,operatorB,Success,387,484,547
2025-09-02T08:39:31,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,NLA,operatorA,Success,158,628,987
2025-09-02T08:40:14,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,TLS,operatorB,Failure,270,483,214
2025-09-02T08:40:34,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,CredSSP,operatorA,Success,48,579,578
2025-09-02T08:40:43,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,NLA,operatorB,Success,219,336,461
2025-09-02T08:41:06,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,TLS,operatorA,Success,232,579,1044
2025-09-02T08:41:26,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,operatorB,Success,158,478,475
2025-09-02T08:41:44,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,NLA,svc_rdp,Success,98,464,495
2025-09-02T08:42:16,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,TLS,svc_rdp,Success,133,253,299
2025-09-02T08:42:50,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,it_admin,Success,547,446,834
2025-09-02T08:43:26,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,TLS,operatorA,Success,208,606,613
2025-09-02T08:43:31,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,CredSSP,operatorA,Success,436,614,436
2025-09-02T08:43:48,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,CredSSP,svc_rdp,Success,674,503,651
2025-09-02T08:43:59,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,CredSSP,operatorB,Success,128,323,444
2025-09-02T08:44:15,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,CredSSP,operatorB,Failure,227,305,592
2025-09-02T08:44:22,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,CredSSP,operatorB,Success,295,466,433
2025-09-02T08:44:43,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,it_admin,Success,121,434,825
2025-09-02T08:44:51,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,it_admin,Success,54,324,717
2025-09-02T08:45:17,RDP,E_ENT_08,E_ENT_08,D_DMZ_06,10.96.11.182,10.96.10.167,NLA,svc_rdp,Success,175,472,954
2025-09-02T08:45:54,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,CredSSP,operatorA,Success,145,435,687
2025-09-02T08:46:43,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,TLS,it_admin,Success,338,424,821
2025-09-02T08:47:41,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,TLS,operatorA,Success,140,269,353
2025-09-02T08:48:46,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,NLA,operatorB,Failure,267,681,789
2025-09-02T08:48:54,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,CredSSP,operatorA,Success,84,270,508
2025-09-02T08:50:30,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,CredSSP,it_admin,Success,344,365,689
2025-09-02T08:50:34,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,CredSSP,operatorA,Failure,239,339,768
2025-09-02T08:50:47,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,CredSSP,it_admin,Failure,47,514,569
2025-09-02T08:51:06,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,TLS,operatorB,Success,60,577,592
2025-09-02T08:51:16,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,it_admin,Success,131,384,754
2025-09-02T08:51:22,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,NLA,operatorA,Success,320,269,993
2025-09-02T08:51:30,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,NLA,operatorB,Failure,227,449,467
2025-09-02T08:51:33,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,NLA,operatorB,Success,669,424,520
2025-09-02T08:51:46,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,it_admin,Success,40,434,556
2025-09-02T08:51:49,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,CredSSP,svc_rdp,Success,235,443,292
2025-09-02T08:51:55,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,operatorB,Success,70,419,775
2025-09-02T08:52:41,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,NLA,operatorA,Success,330,349,273
2025-09-02T08:52:41,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,NLA,operatorB,Success,236,411,489
2025-09-02T08:53:39,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,svc_rdp,Success,99,571,385
2025-09-02T08:53:51,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,CredSSP,svc_rdp,Success,61,113,756
2025-09-02T08:55:04,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,operatorB,Success,457,426,1066
2025-09-02T08:55:06,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,CredSSP,it_admin,Success,51,360,52
2025-09-02T08:55:18,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,operatorA,Success,92,424,609
2025-09-02T08:55:30,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,CredSSP,svc_rdp,Success,55,367,918
2025-09-02T08:56:17,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,CredSSP,operatorB,Success,226,462,608
2025-09-02T08:56:37,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,it_admin,Success,551,321,383
2025-09-02T08:56:58,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,TLS,svc_rdp,Success,361,428,282
2025-09-02T08:57:32,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,TLS,svc_rdp,Success,68,515,313
2025-09-02T08:57:35,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,operatorB,Failure,94,344,713
2025-09-02T09:00:24,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,NLA,operatorB,Success,70,146,485
2025-09-02T09:01:35,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,CredSSP,operatorA,Success,247,307,659
2025-09-02T09:02:09,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,CredSSP,operatorA,Success,616,321,786
2025-09-02T09:02:17,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,TLS,it_admin,Success,132,203,467
2025-09-02T09:04:12,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,TLS,it_admin,Success,247,280,451
2025-09-02T09:04:19,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,operatorB,Success,58,195,691
2025-09-02T09:04:30,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,svc_rdp,Success,142,413,422
2025-09-02T09:04:47,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,NLA,it_admin,Success,447,253,565
2025-09-02T09:06:15,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,svc_rdp,Success,165,381,831
2025-09-02T09:07:18,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,NLA,operatorA,Success,74,575,817
2025-09-02T09:08:13,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,CredSSP,it_admin,Success,117,467,514
2025-09-02T09:09:07,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,TLS,svc_rdp,Success,99,534,854
2025-09-02T09:09:32,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,TLS,svc_rdp,Success,44,311,510
2025-09-02T09:09:58,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,NLA,operatorB,Success,81,414,236
2025-09-02T09:10:15,RDP,E_ENT_08,E_ENT_08,D_DMZ_06,10.96.11.182,10.96.10.167,TLS,it_admin,Success,324,323,410
2025-09-02T09:10:31,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,NLA,operatorA,Failure,142,373,450
2025-09-02T09:11:01,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,NLA,svc_rdp,Success,165,230,688
2025-09-02T09:11:29,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,CredSSP,operatorA,Failure,135,423,798
2025-09-02T09:11:42,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,CredSSP,operatorB,Success,98,248,848
2025-09-02T09:12:01,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,NLA,it_admin,Success,170,366,256
2025-09-02T09:12:01,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,NLA,operatorA,Success,144,519,355
2025-09-02T09:12:12,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,operatorB,Success,189,468,497
2025-09-02T09:12:32,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,NLA,svc_rdp,Failure,74,451,539
2025-09-02T09:13:10,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,TLS,it_admin,Success,368,446,693
2025-09-02T09:13:10,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,svc_rdp,Success,575,364,583
2025-09-02T09:13:14,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,TLS,operatorA,Failure,152,522,418
2025-09-02T09:13:57,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,NLA,operatorA,Success,35,328,352
2025-09-02T09:14:08,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,it_admin,Success,52,276,220
2025-09-02T09:14:57,RDP,E_ENT_08,E_ENT_08,D_DMZ_06,10.96.11.182,10.96.10.167,NLA,operatorA,Success,276,344,535
2025-09-02T09:16:00,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,it_admin,Success,131,487,383
2025-09-02T09:17:03,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,CredSSP,operatorA,Success,168,670,442
2025-09-02T09:17:06,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,NLA,svc_rdp,Success,223,398,456
2025-09-02T09:17:19,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,NLA,operatorB,Success,133,277,566
2025-09-02T09:18:02,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,NLA,svc_rdp,Success,233,494,600
2025-09-02T09:18:31,RDP,E_ENT_01,E_ENT_01,D_DMZ_05,10.39.8.128,10.61.8.136,NLA,operatorB,Success,64,532,12
2025-09-02T09:19:12,RDP,E_ENT_03,E_ENT_03,D_DMZ_05,10.176.15.254,10.61.8.136,NLA,operatorA,Success,127,503,430
2025-09-02T09:19:22,RDP,E_ENT_09,E_ENT_09,D_DMZ_09,10.136.12.207,10.15.14.236,TLS,operatorB,Failure,595,388,393
2025-09-02T09:19:29,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,TLS,it_admin,Success,186,310,509
2025-09-02T09:19:55,RDP,E_ENT_08,E_ENT_08,D_DMZ_06,10.96.11.182,10.96.10.167,TLS,operatorA,Success,190,403,440
2025-09-02T09:19:57,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,NLA,operatorA,Failure,45,409,592
2025-09-02T09:20:35,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,TLS,operatorA,Success,80,510,679
2025-09-02T09:21:21,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,NLA,it_admin,Success,98,225,805
2025-09-02T09:21:37,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,TLS,it_admin,Success,207,440,158
2025-09-02T09:21:58,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,CredSSP,it_admin,Success,95,148,427
2025-09-02T09:22:10,RDP,E_ENT_04,E_ENT_04,D_DMZ_10,10.104.8.142,10.22.4.65,TLS,operatorB,Success,182,444,575
2025-09-02T09:23:44,RDP,E_ENT_10,E_ENT_10,D_DMZ_05,10.221.8.133,10.61.8.136,TLS,it_admin,Success,380,391,816
2025-09-02T09:24:08,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,CredSSP,it_admin,Success,89,450,569
2025-09-02T09:24:39,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,operatorA,Success,194,476,787
2025-09-02T09:24:54,RDP,E_ENT_08,E_ENT_08,D_DMZ_06,10.96.11.182,10.96.10.167,CredSSP,operatorA,Success,88,202,189
2025-09-02T09:25:30,RDP,E_ENT_09,E_ENT_09,D_DMZ_11,10.136.12.207,10.71.7.124,TLS,it_admin,Failure,92,375,526
2025-09-02T09:25:45,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,NLA,svc_rdp,Success,265,550,456
2025-09-02T09:26:09,RDP,E_ENT_04,E_ENT_04,D_DMZ_02,10.104.8.142,10.99.8.143,CredSSP,svc_rdp,Success,523,457,838
2025-09-02T09:26:09,RDP,E_ENT_14,E_ENT_14,D_DMZ_06,10.242.5.80,10.96.10.167,TLS,operatorA,Failure,127,411,695
