timestamp,protocol,product_id,src_asset_id,dst_asset_id,src_ip,dst_ip,method,url,auth_method,http_status,response_time_ms,bytes_in,bytes_out
2025-09-02T08:07:20,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_07,10.173.12.197,10.70.0.15,POST,https://10.70.0.15/api/metrics,MutualTLS,201,126,494,553
2025-09-02T08:07:52,HTTPS,C3_L3_03,C3_L3_03,C2_L2_11,10.10.10.165,10.198.12.199,HEAD,https://10.198.12.199/api/status,Basic,200,161,388,593
2025-09-02T08:07:55,HTTPS,D_DMZ_06,D_DMZ_06,C3_L3_04,10.96.10.167,10.175.6.98,POST,https://10.175.6.98/api/login,MutualTLS,404,151,173,492
2025-09-02T08:08:09,HTTPS,C2_L2_10,C2_L2_10,C1_L1_14,10.34.3.56,10.159.3.51,GET,https://10.159.3.51/api/control,None,201,251,268,1014
2025-09-02T08:08:09,HTTPS,C3_L3_09,C3_L3_09,C2_L2_11,10.183.5.92,10.198.12.199,HEAD,https://10.198.12.199/api/tags,None,200,180,425,516
2025-09-02T08:08:11,HTTPS,C3_L3_02,C3_L3_02,C2_L2_06,10.43.7.113,10.155.10.161,PUT,https://10.155.10.161/api/status,Bearer,400,52,288,665
2025-09-02T08:08:16,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_09,10.74.9.148,10.15.14.236,PUT,https://10.15.14.236/api/tags,None,201,89,438,608
2025-09-02T08:09:45,HTTPS,C3_L3_02,C3_L3_02,C2_L2_07,10.43.7.113,10.183.14.226,DELETE,https://10.183.14.226/api/control,Bearer,200,93,545,742
2025-09-02T08:10:38,HTTPS,C3_L3_03,C3_L3_03,C2_L2_11,10.10.10.165,10.198.12.199,DELETE,https://10.198.12.199/api/metrics,Bearer,400,79,525,643
2025-09-02T08:11:08,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_12,10.74.9.148,10.20.11.189,GET,https://10.20.11.189/api/login,MutualTLS,200,187,229,565
2025-09-02T08:11:55,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,GET,https://10.243.1.26/api/control,MutualTLS,404,120,336,595
2025-09-02T08:13:14,HTTPS,C3_L3_05,C3_L3_05,C2_L2_12,10.213.4.79,10.58.4.76,POST,https://10.58.4.76/api/control,Bearer,200,161,532,171
2025-09-02T08:13:33,HTTPS,C2_L2_05,C2_L2_05,C1_L1_12,10.89.4.71,10.171.15.251,DELETE,https://10.171.15.251/api/status,None,200,53,512,525
2025-09-02T08:13:54,HTTPS,C2_L2_05,C2_L2_05,C1_L1_15,10.89.4.71,10.5.8.143,PUT,https://10.5.8.143/api/control,None,200,100,517,683
2025-09-02T08:14:05,HTTPS,E_ENT_08,E_ENT_08,D_DMZ_12,10.96.11.182,10.20.11.189,GET,https://10.20.11.189/api/control,MutualTLS,500,810,325,686
2025-09-02T08:14:33,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_08,10.173.12.197,10.76.2.40,DELETE,https://10.76.2.40/api/control,Bearer,401,161,426,385
2025-09-02T08:16:43,HTTPS,C3_L3_11,C3_L3_11,C2_L2_15,10.167.6.98,10.61.9.148,PUT,https://10.61.9.148/api/tags,MutualTLS,404,366,422,720
2025-09-02T08:16:46,HTTPS,E_ENT_01,E_ENT_01,D_DMZ_10,10.39.8.128,10.22.4.65,PUT,https://10.22.4.65/api/tags,Basic,200,72,366,520
2025-09-02T08:17:29,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_09,10.74.9.148,10.15.14.236,HEAD,https://10.15.14.236/api/control,Bearer,200,276,279,746
2025-09-02T08:17:32,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,HEAD,https://10.243.1.26/api/tags,Bearer,204,104,326,642
2025-09-02T08:18:00,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_12,10.74.9.148,10.20.11.189,POST,https://10.20.11.189/api/metrics,MutualTLS,200,246,578,761
2025-09-02T08:18:22,HTTPS,C3_L3_02,C3_L3_02,C2_L2_07,10.43.7.113,10.183.14.226,DELETE,https://10.183.14.226/api/tags,MutualTLS,200,171,529,500
2025-09-02T08:18:22,HTTPS,C2_L2_06,C2_L2_06,C1_L1_12,10.155.10.161,10.171.15.251,DELETE,https://10.171.15.251/api/tags,Basic,200,119,387,780
2025-09-02T08:19:27,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,POST,https://10.186.12.201/api/status,None,401,176,523,291
2025-09-02T08:19:27,HTTPS,C2_L2_11,C2_L2_11,C1_L1_09,10.198.12.199,10.109.1.17,PUT,https://10.109.1.17/api/metrics,None,200,63,367,48
2025-09-02T08:19:32,HTTPS,C2_L2_05,C2_L2_05,C1_L1_17,10.89.4.71,10.206.6.110,HEAD,https://10.206.6.110/api/control,Bearer,401,189,546,731
2025-09-02T08:19:56,HTTPS,C3_L3_11,C3_L3_11,C2_L2_15,10.167.6.98,10.61.9.148,PUT,https://10.61.9.148/api/metrics,Bearer,200,610,241,278
2025-09-02T08:20:01,HTTPS,E_ENT_01,E_ENT_01,D_DMZ_10,10.39.8.128,10.22.4.65,GET,https://10.22.4.65/api/metrics,Basic,204,150,419,830
2025-09-02T08:20:08,HTTPS,C2_L2_11,C2_L2_11,C1_L1_09,10.198.12.199,10.109.1.17,HEAD,https://10.109.1.17/api/login,Bearer,401,55,472,752
2025-09-02T08:20:48,HTTPS,C3_L3_03,C3_L3_03,C2_L2_11,10.10.10.165,10.198.12.199,GET,https://10.198.12.199/api/metrics,Bearer,200,198,542,666
2025-09-02T08:20:51,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_09,10.74.9.148,10.15.14.236,DELETE,https://10.15.14.236/api/control,Bearer,404,256,483,517
2025-09-02T08:21:25,HTTPS,C2_L2_06,C2_L2_06,C1_L1_01,10.155.10.161,10.247.10.166,GET,https://10.247.10.166/api/login,MutualTLS,200,85,450,527
2025-09-02T08:21:28,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,GET,https://10.186.12.201/api/tags,Bearer,200,295,612,51
2025-09-02T08:22:49,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_01,10.173.12.197,10.106.9.157,POST,https://10.106.9.157/api/tags,Bearer,500,1004,396,664
2025-09-02T08:23:00,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,HEAD,https://10.243.1.26/api/control,Bearer,401,438,523,593
2025-09-02T08:23:04,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_01,10.173.12.197,10.106.9.157,HEAD,https://10.106.9.157/api/control,Bearer,400,80,177,985
2025-09-02T08:24:30,HTTPS,C3_L3_03,C3_L3_03,C2_L2_04,10.10.10.165,10.205.8.132,HEAD,https://10.205.8.132/api/status,MutualTLS,401,179,495,839
2025-09-02T08:24:38,HTTPS,C2_L2_05,C2_L2_05,C1_L1_12,10.89.4.71,10.171.15.251,DELETE,https://10.171.15.251/api/control,None,200,156,265,664
2025-09-02T08:24:55,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,POST,https://10.186.12.201/api/login,MutualTLS,302,177,262,742
2025-09-02T08:25:16,HTTPS,C3_L3_05,C3_L3_05,C2_L2_12,10.213.4.79,10.58.4.76,POST,https://10.58.4.76/api/metrics,Bearer,403,101,296,706
2025-09-02T08:26:58,HTTPS,E_ENT_08,E_ENT_08,D_DMZ_12,10.96.11.182,10.20.11.189,POST,https://10.20.11.189/api/control,Bearer,500,349,461,366
2025-09-02T08:27:04,HTTPS,C2_L2_06,C2_L2_06,C1_L1_12,10.155.10.161,10.171.15.251,HEAD,https://10.171.15.251/api/metrics,None,200,152,491,554
2025-09-02T08:27:19,HTTPS,E_ENT_01,E_ENT_01,D_DMZ_10,10.39.8.128,10.22.4.65,GET,https://10.22.4.65/api/status,Bearer,200,247,366,541
2025-09-02T08:27:25,HTTPS,C3_L3_02,C3_L3_02,C2_L2_07,10.43.7.113,10.183.14.226,HEAD,https://10.183.14.226/api/login,Bearer,204,105,631,477
2025-09-02T08:27:57,HTTPS,C2_L2_10,C2_L2_10,C1_L1_14,10.34.3.56,10.159.3.51,GET,https://10.159.3.51/api/tags,Bearer,500,129,248,125
2025-09-02T08:28:44,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,PUT,https://10.186.12.201/api/metrics,None,302,101,497,753
2025-09-02T08:28:48,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_01,10.173.12.197,10.106.9.157,PUT,https://10.106.9.157/api/login,MutualTLS,400,61,308,638
2025-09-02T08:28:51,HTTPS,C3_L3_12,C3_L3_12,C2_L2_13,10.186.12.201,10.87.4.64,HEAD,https://10.87.4.64/api/control,None,400,126,313,732
2025-09-02T08:29:03,HTTPS,E_ENT_08,E_ENT_08,D_DMZ_12,10.96.11.182,10.20.11.189,DELETE,https://10.20.11.189/api/login,Basic,404,152,454,391
2025-09-02T08:29:21,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,GET,https://10.186.12.201/api/control,MutualTLS,403,49,310,670
2025-09-02T08:29:21,HTTPS,C2_L2_10,C2_L2_10,C1_L1_07,10.34.3.56,10.13.3.61,GET,https://10.13.3.61/api/control,Bearer,404,390,352,650
2025-09-02T08:29:25,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_12,10.74.9.148,10.20.11.189,DELETE,https://10.20.11.189/api/tags,Bearer,404,76,301,370
2025-09-02T08:29:40,HTTPS,C2_L2_05,C2_L2_05,C1_L1_12,10.89.4.71,10.171.15.251,DELETE,https://10.171.15.251/api/metrics,None,200,415,389,500
2025-09-02T08:30:00,HTTPS,C2_L2_05,C2_L2_05,C1_L1_12,10.89.4.71,10.171.15.251,HEAD,https://10.171.15.251/api/status,Bearer,401,115,320,689
2025-09-02T08:30:15,HTTPS,C3_L3_02,C3_L3_02,C2_L2_06,10.43.7.113,10.155.10.161,POST,https://10.155.10.161/api/login,MutualTLS,404,114,377,491
2025-09-02T08:30:22,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_08,10.173.12.197,10.76.2.40,GET,https://10.76.2.40/api/login,None,400,205,371,478
2025-09-02T08:30:22,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,GET,https://10.243.1.26/api/login,Basic,404,145,493,566
2025-09-02T08:31:11,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_09,10.74.9.148,10.15.14.236,HEAD,https://10.15.14.236/api/status,Basic,401,75,330,514
2025-09-02T08:31:21,HTTPS,C2_L2_05,C2_L2_05,C1_L1_17,10.89.4.71,10.206.6.110,POST,https://10.206.6.110/api/metrics,Bearer,400,170,561,648
2025-09-02T08:32:17,HTTPS,C2_L2_10,C2_L2_10,C1_L1_14,10.34.3.56,10.159.3.51,DELETE,https://10.159.3.51/api/status,MutualTLS,200,147,404,981
2025-09-02T08:32:45,HTTPS,C2_L2_05,C2_L2_05,C1_L1_15,10.89.4.71,10.5.8.143,POST,https://10.5.8.143/api/status,MutualTLS,200,96,323,670
2025-09-02T08:33:07,HTTPS,C3_L3_05,C3_L3_05,C2_L2_12,10.213.4.79,10.58.4.76,HEAD,https://10.58.4.76/api/tags,MutualTLS,200,232,313,767
2025-09-02T08:33:47,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_09,10.74.9.148,10.15.14.236,HEAD,https://10.15.14.236/api/control,MutualTLS,400,45,295,353
2025-09-02T08:33:50,HTTPS,C2_L2_11,C2_L2_11,C1_L1_09,10.198.12.199,10.109.1.17,PUT,https://10.109.1.17/api/login,Bearer,200,141,468,263
2025-09-02T08:35:27,HTTPS,C3_L3_03,C3_L3_03,C2_L2_04,10.10.10.165,10.205.8.132,DELETE,https://10.205.8.132/api/metrics,Bearer,200,350,559,826
2025-09-02T08:35:31,HTTPS,C3_L3_04,C3_L3_04,C2_L2_12,10.175.6.98,10.58.4.76,DELETE,https://10.58.4.76/api/login,Bearer,404,103,323,995
2025-09-02T08:36:11,HTTPS,C3_L3_12,C3_L3_12,C2_L2_13,10.186.12.201,10.87.4.64,PUT,https://10.87.4.64/api/metrics,Basic,404,155,369,970
2025-09-02T08:36:15,HTTPS,C2_L2_11,C2_L2_11,C1_L1_09,10.198.12.199,10.109.1.17,PUT,https://10.109.1.17/api/metrics,MutualTLS,201,130,581,258
2025-09-02T08:36:49,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_09,10.74.9.148,10.15.14.236,GET,https://10.15.14.236/api/login,MutualTLS,200,163,362,181
2025-09-02T08:37:19,HTTPS,C3_L3_02,C3_L3_02,C2_L2_09,10.43.7.113,10.189.6.99,HEAD,https://10.189.6.99/api/metrics,None,500,29,341,556
2025-09-02T08:37:38,HTTPS,D_DMZ_07,D_DMZ_07,C3_L3_03,10.108.5.90,10.10.10.165,GET,https://10.10.10.165/api/metrics,Bearer,404,323,390,613
2025-09-02T08:37:42,HTTPS,C3_L3_05,C3_L3_05,C2_L2_12,10.213.4.79,10.58.4.76,GET,https://10.58.4.76/api/login,MutualTLS,400,152,311,203
2025-09-02T08:37:55,HTTPS,C3_L3_09,C3_L3_09,C2_L2_11,10.183.5.92,10.198.12.199,GET,https://10.198.12.199/api/status,MutualTLS,200,219,318,957
2025-09-02T08:37:57,HTTPS,C3_L3_11,C3_L3_11,C2_L2_15,10.167.6.98,10.61.9.148,DELETE,https://10.61.9.148/api/login,Bearer,200,252,423,545
2025-09-02T08:38:22,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,DELETE,https://10.186.12.201/api/login,Bearer,200,48,322,461
2025-09-02T08:38:41,HTTPS,E_ENT_07,E_ENT_07,D_DMZ_12,10.74.9.148,10.20.11.189,PUT,https://10.20.11.189/api/control,Bearer,404,427,506,591
2025-09-02T08:38:41,HTTPS,D_DMZ_06,D_DMZ_06,C3_L3_04,10.96.10.167,10.175.6.98,DELETE,https://10.175.6.98/api/control,Bearer,404,217,215,449
2025-09-02T08:38:59,HTTPS,C2_L2_06,C2_L2_06,C1_L1_01,10.155.10.161,10.247.10.166,DELETE,https://10.247.10.166/api/control,Bearer,200,203,812,519
2025-09-02T08:39:23,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,GET,https://10.186.12.201/api/status,MutualTLS,404,114,438,568
2025-09-02T08:40:20,HTTPS,D_DMZ_06,D_DMZ_06,C3_L3_04,10.96.10.167,10.175.6.98,PUT,https://10.175.6.98/api/status,Bearer,200,217,456,614
2025-09-02T08:40:29,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,GET,https://10.186.12.201/api/login,Bearer,404,248,270,663
2025-09-02T08:40:38,HTTPS,C3_L3_03,C3_L3_03,C2_L2_04,10.10.10.165,10.205.8.132,GET,https://10.205.8.132/api/login,Basic,401,82,369,779
2025-09-02T08:41:06,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,HEAD,https://10.186.12.201/api/metrics,Bearer,200,105,492,219
2025-09-02T08:41:12,HTTPS,C3_L3_03,C3_L3_03,C2_L2_04,10.10.10.165,10.205.8.132,HEAD,https://10.205.8.132/api/tags,Bearer,200,88,297,629
2025-09-02T08:41:19,HTTPS,C3_L3_03,C3_L3_03,C2_L2_04,10.10.10.165,10.205.8.132,HEAD,https://10.205.8.132/api/login,Basic,200,136,283,587
2025-09-02T08:42:00,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_07,10.173.12.197,10.70.0.15,DELETE,https://10.70.0.15/api/control,Basic,204,167,373,782
2025-09-02T08:42:18,HTTPS,C3_L3_04,C3_L3_04,C2_L2_12,10.175.6.98,10.58.4.76,PUT,https://10.58.4.76/api/metrics,Bearer,200,84,319,407
2025-09-02T08:42:20,HTTPS,C2_L2_05,C2_L2_05,C1_L1_17,10.89.4.71,10.206.6.110,DELETE,https://10.206.6.110/api/metrics,Bearer,404,280,220,380
2025-09-02T08:42:20,HTTPS,E_ENT_01,E_ENT_01,D_DMZ_10,10.39.8.128,10.22.4.65,HEAD,https://10.22.4.65/api/login,MutualTLS,200,78,249,281
2025-09-02T08:42:44,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,HEAD,https://10.186.12.201/api/status,MutualTLS,403,104,385,580
2025-09-02T08:42:45,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_08,10.173.12.197,10.76.2.40,PUT,https://10.76.2.40/api/login,Bearer,400,178,341,586
2025-09-02T08:42:46,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_07,10.173.12.197,10.70.0.15,GET,https://10.70.0.15/api/control,Basic,401,121,263,537
2025-09-02T08:42:46,HTTPS,C2_L2_05,C2_L2_05,C1_L1_15,10.89.4.71,10.5.8.143,POST,https://10.5.8.143/api/control,Basic,404,171,284,838
2025-09-02T08:43:12,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_01,10.173.12.197,10.106.9.157,PUT,https://10.106.9.157/api/login,Basic,404,215,462,555
2025-09-02T08:44:18,HTTPS,C2_L2_10,C2_L2_10,C1_L1_07,10.34.3.56,10.13.3.61,PUT,https://10.13.3.61/api/control,MutualTLS,200,187,452,683
2025-09-02T08:44:38,HTTPS,C2_L2_05,C2_L2_05,C1_L1_15,10.89.4.71,10.5.8.143,PUT,https://10.5.8.143/api/status,MutualTLS,201,222,411,761
2025-09-02T08:45:09,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,DELETE,https://10.243.1.26/api/login,None,403,399,415,584
2025-09-02T08:45:18,HTTPS,C2_L2_10,C2_L2_10,C1_L1_14,10.34.3.56,10.159.3.51,DELETE,https://10.159.3.51/api/status,Bearer,401,127,211,594
2025-09-02T08:45:27,HTTPS,C3_L3_03,C3_L3_03,C2_L2_11,10.10.10.165,10.198.12.199,HEAD,https://10.198.12.199/api/status,MutualTLS,401,38,578,427
2025-09-02T08:45:35,HTTPS,C3_L3_03,C3_L3_03,C2_L2_11,10.10.10.165,10.198.12.199,PUT,https://10.198.12.199/api/login,MutualTLS,200,264,465,366
2025-09-02T08:46:05,HTTPS,C3_L3_12,C3_L3_12,C2_L2_13,10.186.12.201,10.87.4.64,POST,https://10.87.4.64/api/tags,Basic,200,180,433,564
2025-09-02T08:46:20,HTTPS,C3_L3_05,C3_L3_05,C2_L2_12,10.213.4.79,10.58.4.76,PUT,https://10.58.4.76/api/metrics,Bearer,200,201,533,545
2025-09-02T08:47:28,HTTPS,C2_L2_05,C2_L2_05,C1_L1_12,10.89.4.71,10.171.15.251,DELETE,https://10.171.15.251/api/login,None,401,261,287,838
2025-09-02T08:47:35,HTTPS,C2_L2_05,C2_L2_05,C1_L1_17,10.89.4.71,10.206.6.110,DELETE,https://10.206.6.110/api/control,MutualTLS,200,61,567,485
2025-09-02T08:48:14,HTTPS,C2_L2_06,C2_L2_06,C1_L1_12,10.155.10.161,10.171.15.251,GET,https://10.171.15.251/api/control,Basic,201,31,564,196
2025-09-02T08:48:30,HTTPS,E_ENT_01,E_ENT_01,D_DMZ_10,10.39.8.128,10.22.4.65,POST,https://10.22.4.65/api/status,MutualTLS,200,60,409,370
2025-09-02T08:49:45,HTTPS,D_DMZ_06,D_DMZ_06,C3_L3_04,10.96.10.167,10.175.6.98,POST,https://10.175.6.98/api/metrics,Basic,401,90,356,159
2025-09-02T08:50:00,HTTPS,E_ENT_01,E_ENT_01,D_DMZ_10,10.39.8.128,10.22.4.65,HEAD,https://10.22.4.65/api/control,None,404,245,373,349
2025-09-02T08:50:48,HTTPS,C2_L2_10,C2_L2_10,C1_L1_07,10.34.3.56,10.13.3.61,GET,https://10.13.3.61/api/metrics,Bearer,403,883,357,630
2025-09-02T08:51:06,HTTPS,C3_L3_02,C3_L3_02,C2_L2_09,10.43.7.113,10.189.6.99,PUT,https://10.189.6.99/api/login,Bearer,500,262,361,513
2025-09-02T08:52:45,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,GET,https://10.243.1.26/api/login,Bearer,200,500,336,932
2025-09-02T08:53:15,HTTPS,C3_L3_03,C3_L3_03,C2_L2_04,10.10.10.165,10.205.8.132,PUT,https://10.205.8.132/api/status,Bearer,404,127,206,366
2025-09-02T08:53:21,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,PUT,https://10.243.1.26/api/tags,None,200,151,341,874
2025-09-02T08:53:45,HTTPS,E_ENT_01,E_ENT_01,D_DMZ_10,10.39.8.128,10.22.4.65,GET,https://10.22.4.65/api/tags,MutualTLS,400,130,234,792
2025-09-02T08:53:56,HTTPS,C3_L3_02,C3_L3_02,C2_L2_09,10.43.7.113,10.189.6.99,DELETE,https://10.189.6.99/api/control,Bearer,400,88,318,576
2025-09-02T08:54:26,HTTPS,C2_L2_06,C2_L2_06,C1_L1_12,10.155.10.161,10.171.15.251,POST,https://10.171.15.251/api/status,Basic,404,81,461,668
2025-09-02T08:54:52,HTTPS,C2_L2_05,C2_L2_05,C1_L1_12,10.89.4.71,10.171.15.251,DELETE,https://10.171.15.251/api/tags,Bearer,200,321,525,659
2025-09-02T08:54:57,HTTPS,E_ENT_08,E_ENT_08,D_DMZ_12,10.96.11.182,10.20.11.189,GET,https://10.20.11.189/api/metrics,Basic,201,83,176,607
2025-09-02T08:55:56,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_08,10.173.12.197,10.76.2.40,GET,https://10.76.2.40/api/metrics,Basic,403,75,337,703
2025-09-02T08:55:57,HTTPS,C3_L3_03,C3_L3_03,C2_L2_11,10.10.10.165,10.198.12.199,PUT,https://10.198.12.199/api/metrics,None,200,156,422,442
2025-09-02T08:56:31,HTTPS,E_ENT_08,E_ENT_08,D_DMZ_12,10.96.11.182,10.20.11.189,HEAD,https://10.20.11.189/api/control,None,200,82,407,688
2025-09-02T08:56:57,HTTPS,C3_L3_04,C3_L3_04,C2_L2_12,10.175.6.98,10.58.4.76,GET,https://10.58.4.76/api/status,None,201,332,478,618
2025-09-02T08:57:34,HTTPS,C2_L2_06,C2_L2_06,C1_L1_01,10.155.10.161,10.247.10.166,DELETE,https://10.247.10.166/api/tags,Bearer,200,133,388,462
2025-09-02T08:57:36,HTTPS,C3_L3_02,C3_L3_02,C2_L2_09,10.43.7.113,10.189.6.99,PUT,https://10.189.6.99/api/login,Bearer,400,441,520,490
2025-09-02T08:57:38,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,PUT,https://10.186.12.201/api/tags,Basic,200,187,422,445
2025-09-02T08:57:43,HTTPS,C2_L2_06,C2_L2_06,C1_L1_12,10.155.10.161,10.171.15.251,GET,https://10.171.15.251/api/status,None,500,58,520,447
2025-09-02T08:58:05,HTTPS,E_ENT_08,E_ENT_08,D_DMZ_12,10.96.11.182,10.20.11.189,PUT,https://10.20.11.189/api/control,Bearer,201,147,273,622
2025-09-02T08:59:00,HTTPS,D_DMZ_07,D_DMZ_07,C3_L3_03,10.108.5.90,10.10.10.165,GET,https://10.10.10.165/api/login,Basic,401,266,467,722
2025-09-02T08:59:09,HTTPS,C2_L2_05,C2_L2_05,C1_L1_12,10.89.4.71,10.171.15.251,PUT,https://10.171.15.251/api/metrics,Basic,200,504,278,206
2025-09-02T08:59:42,HTTPS,D_DMZ_09,D_DMZ_09,C3_L3_12,10.15.14.236,10.186.12.201,HEAD,https://10.186.12.201/api/control,Basic,204,289,247,249
2025-09-02T08:59:42,HTTPS,C2_L2_05,C2_L2_05,C1_L1_12,10.89.4.71,10.171.15.251,HEAD,https://10.171.15.251/api/metrics,None,400,454,640,375
2025-09-02T08:59:42,HTTPS,D_DMZ_03,D_DMZ_03,C3_L3_08,10.173.12.197,10.76.2.40,HEAD,https://10.76.2.40/api/tags,MutualTLS,404,126,585,627
2025-09-02T09:00:55,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,GET,https://10.243.1.26/api/tags,MutualTLS,200,93,423,356
2025-09-02T09:01:31,HTTPS,C3_L3_09,C3_L3_09,C2_L2_11,10.183.5.92,10.198.12.199,HEAD,https://10.198.12.199/api/tags,Basic,200,301,400,821
2025-09-02T09:03:21,HTTPS,C3_L3_11,C3_L3_11,C2_L2_03,10.167.6.98,10.243.1.26,GET,https://10.243.1.26/api/status,Basic,500,137,614,599
