timestamp,protocol,product_id,src_asset_id,dst_asset_id,src_ip,dst_ip,client_id,username,action,topic,qos,tls_enabled,result,response_time_ms,bytes_in,bytes_out
2025-09-02T08:14:24,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-6161,telemetry,PINGREQ,,,0,OK,796,480,385
2025-09-02T08:15:35,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-3494,collector,SUBSCRIBE,status/plc,2,0,OK,247,378,257
2025-09-02T08:15:55,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-4104,mes,PUBLISH,status/plc,1,0,OK,147,693,612
2025-09-02T08:15:59,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-6262,mes,CONNECT,,,0,TopicNotAllowed,77,331,530
2025-09-02T08:16:00,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-8517,,SUBSCRIBE,telemetry/PLC1,2,0,OK,295,520,680
2025-09-02T08:16:08,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-2597,telemetry,PUBLISH,sensors/temperature,2,0,OK,197,335,681
2025-09-02T08:16:45,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-5237,plc,PUBLISH,alerts/lineA,2,0,OK,124,441,509
2025-09-02T08:16:45,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-5479,collector,DISCONNECT,,,0,OK,58,485,618
2025-09-02T08:17:49,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-5454,,PUBLISH,cmd/actuator,0,0,OK,86,538,756
2025-09-02T08:18:44,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-2616,collector,PUBLISH,alerts/lineA,1,0,OK,184,448,886
2025-09-02T08:19:26,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-7967,telemetry,PUBLISH,status/plc,1,0,OK,101,503,559
2025-09-02T08:19:30,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-9597,telemetry,CONNECT,,,0,OK,52,609,309
2025-09-02T08:19:41,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-5319,plc,SUBSCRIBE,status/plc,0,0,OK,124,392,691
2025-09-02T08:19:42,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-8159,mes,PUBLISH,cmd/actuator,0,0,OK,573,105,493
2025-09-02T08:20:07,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-7458,plc,SUBSCRIBE,telemetry/PLC1,1,0,OK,76,431,983
2025-09-02T08:20:13,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-4176,,PUBLISH,cmd/actuator,1,0,AuthError,361,452,271
2025-09-02T08:20:28,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-8875,collector,DISCONNECT,,,0,OK,189,528,579
2025-09-02T08:21:23,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-9359,collector,PUBLISH,alerts/lineA,2,0,OK,56,364,636
2025-09-02T08:21:28,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-3509,plc,PUBLISH,alerts/lineA,0,0,OK,140,489,750
2025-09-02T08:21:28,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-1988,,CONNECT,,,0,OK,308,454,461
2025-09-02T08:22:01,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-4671,,SUBSCRIBE,sensors/temperature,2,0,OK,431,550,847
2025-09-02T08:22:23,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-4291,mes,PUBLISH,alerts/lineA,2,0,ServerBusy,181,473,662
2025-09-02T08:22:43,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-7264,collector,CONNECT,,,0,OK,264,403,673
2025-09-02T08:22:54,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-1041,plc,CONNECT,,,0,OK,174,459,841
2025-09-02T08:22:55,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-4870,collector,DISCONNECT,,,0,OK,304,451,1013
2025-09-02T08:23:19,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-9687,mes,PUBLISH,cmd/actuator,0,0,OK,48,516,361
2025-09-02T08:23:51,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-1296,plc,SUBSCRIBE,alerts/lineA,0,0,OK,184,610,902
2025-09-02T08:24:48,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-2990,collector,PUBLISH,sensors/temperature,2,0,OK,263,380,540
2025-09-02T08:25:15,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-8634,collector,DISCONNECT,,,0,OK,129,405,536
2025-09-02T08:25:21,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-4928,telemetry,CONNECT,,,0,OK,234,453,678
2025-09-02T08:25:51,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-2376,plc,CONNECT,,,0,OK,159,279,495
2025-09-02T08:26:04,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-8918,,SUBSCRIBE,cmd/actuator,0,0,OK,165,116,478
2025-09-02T08:26:08,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-9744,plc,PUBLISH,sensors/temperature,1,0,OK,390,394,670
2025-09-02T08:26:28,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-2468,mes,DISCONNECT,,,0,OK,115,487,434
2025-09-02T08:27:36,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-6813,collector,PINGREQ,,,0,OK,176,582,785
2025-09-02T08:28:07,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-9467,collector,PUBLISH,alerts/lineA,1,0,OK,45,293,917
2025-09-02T08:28:12,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-4278,collector,DISCONNECT,,,0,OK,573,251,511
2025-09-02T08:29:12,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-3007,mes,PUBLISH,status/plc,1,0,OK,129,453,706
2025-09-02T08:29:33,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-6644,plc,SUBSCRIBE,alerts/lineA,1,0,OK,645,369,262
2025-09-02T08:29:39,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-6579,mes,SUBSCRIBE,cmd/actuator,2,0,OK,78,300,972
2025-09-02T08:30:00,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-5474,telemetry,PINGREQ,,,0,OK,134,266,514
2025-09-02T08:30:32,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-1134,,SUBSCRIBE,telemetry/PLC1,1,0,OK,139,371,970
2025-09-02T08:30:36,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-1079,,PUBLISH,status/plc,2,0,OK,59,268,418
2025-09-02T08:30:37,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-4746,,SUBSCRIBE,cmd/actuator,1,0,OK,218,530,634
2025-09-02T08:31:28,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-3905,telemetry,PUBLISH,telemetry/PLC1,2,0,OK,78,510,494
2025-09-02T08:31:47,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-4852,plc,PUBLISH,alerts/lineA,0,0,OK,67,461,548
2025-09-02T08:31:50,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-1801,collector,PUBLISH,alerts/lineA,0,0,OK,222,592,222
2025-09-02T08:33:09,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-6705,plc,SUBSCRIBE,alerts/lineA,2,0,OK,74,311,552
2025-09-02T08:33:15,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-1610,mes,DISCONNECT,,,0,OK,69,428,881
2025-09-02T08:34:00,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-5254,mes,PUBLISH,alerts/lineA,1,0,OK,73,519,693
2025-09-02T08:34:02,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-7644,mes,SUBSCRIBE,telemetry/PLC1,1,0,OK,45,350,769
2025-09-02T08:34:15,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-5430,collector,SUBSCRIBE,telemetry/PLC1,2,0,OK,120,291,674
2025-09-02T08:34:26,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-3045,mes,PUBLISH,alerts/lineA,2,0,OK,69,374,452
2025-09-02T08:34:40,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-6407,plc,PUBLISH,alerts/lineA,1,0,OK,197,276,448
2025-09-02T08:35:53,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-7802,mes,PUBLISH,sensors/temperature,0,0,OK,158,345,793
2025-09-02T08:36:08,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-6670,collector,SUBSCRIBE,alerts/lineA,1,0,OK,225,233,495
2025-09-02T08:36:17,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-3750,collector,SUBSCRIBE,telemetry/PLC1,1,0,OK,42,580,539
2025-09-02T08:36:41,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-8302,telemetry,PUBLISH,sensors/temperature,2,0,OK,55,437,616
2025-09-02T08:36:47,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-8312,mes,PUBLISH,alerts/lineA,1,0,OK,168,288,363
2025-09-02T08:38:05,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-2871,mes,PUBLISH,status/plc,1,0,OK,57,451,512
2025-09-02T08:38:57,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-6372,mes,SUBSCRIBE,status/plc,2,0,OK,1101,399,424
2025-09-02T08:39:49,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-6764,telemetry,PUBLISH,cmd/actuator,0,0,OK,477,399,569
2025-09-02T08:41:03,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-2534,telemetry,PUBLISH,cmd/actuator,2,0,OK,330,293,542
2025-09-02T08:41:06,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-3799,plc,DISCONNECT,,,0,OK,36,281,426
2025-09-02T08:41:08,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-6990,collector,DISCONNECT,,,0,OK,191,367,562
2025-09-02T08:41:15,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-6055,mes,PINGREQ,,,0,TopicNotAllowed,96,338,375
2025-09-02T08:42:20,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-5904,mes,SUBSCRIBE,alerts/lineA,2,0,OK,289,643,636
2025-09-02T08:42:45,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-2284,plc,PINGREQ,,,0,OK,258,382,716
2025-09-02T08:42:52,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-7215,mes,PUBLISH,status/plc,1,0,OK,249,551,315
2025-09-02T08:43:48,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-6686,mes,CONNECT,,,0,OK,160,387,535
2025-09-02T08:43:48,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-6415,collector,PUBLISH,telemetry/PLC1,2,0,OK,84,178,510
2025-09-02T08:43:49,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-4787,,CONNECT,,,0,OK,530,559,676
2025-09-02T08:44:11,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-8516,plc,SUBSCRIBE,telemetry/PLC1,1,0,OK,148,540,504
2025-09-02T08:44:30,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-2349,mes,PUBLISH,sensors/temperature,2,0,OK,228,292,458
2025-09-02T08:44:46,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-3247,telemetry,PUBLISH,telemetry/PLC1,2,0,OK,192,155,653
2025-09-02T08:44:49,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-9566,plc,PUBLISH,telemetry/PLC1,2,0,OK,134,307,660
2025-09-02T08:45:15,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-2627,collector,PUBLISH,cmd/actuator,0,0,OK,223,445,686
2025-09-02T08:45:17,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-4696,collector,PUBLISH,cmd/actuator,2,0,AuthError,117,452,979
2025-09-02T08:46:28,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-3882,collector,CONNECT,,,0,OK,315,424,328
2025-09-02T08:46:52,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-3370,collector,PUBLISH,telemetry/PLC1,1,0,OK,191,637,750
2025-09-02T08:46:58,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-3717,plc,PUBLISH,sensors/temperature,0,0,OK,190,320,691
2025-09-02T08:47:25,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-6959,collector,SUBSCRIBE,sensors/temperature,1,0,OK,273,510,508
2025-09-02T08:47:30,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-8769,telemetry,PUBLISH,telemetry/PLC1,2,0,OK,275,427,385
2025-09-02T08:49:22,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-7053,mes,CONNECT,,,0,OK,155,346,222
2025-09-02T08:49:30,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-8674,,SUBSCRIBE,telemetry/PLC1,1,0,OK,295,457,645
2025-09-02T08:50:01,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-7330,,PUBLISH,cmd/actuator,1,0,OK,273,387,791
2025-09-02T08:50:01,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-1325,mes,SUBSCRIBE,alerts/lineA,2,0,OK,312,253,544
2025-09-02T08:50:46,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-7309,plc,SUBSCRIBE,cmd/actuator,2,0,AuthError,166,357,693
2025-09-02T08:50:54,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-6021,collector,PUBLISH,status/plc,0,0,OK,168,520,475
2025-09-02T08:51:06,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-8376,telemetry,SUBSCRIBE,sensors/temperature,2,0,OK,155,313,655
2025-09-02T08:51:43,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-5514,plc,PUBLISH,cmd/actuator,0,0,OK,198,503,631
2025-09-02T08:51:47,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-3594,,SUBSCRIBE,cmd/actuator,1,0,OK,565,421,707
2025-09-02T08:51:50,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-7081,mes,PUBLISH,sensors/temperature,1,0,OK,109,336,590
2025-09-02T08:51:53,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-3527,,PUBLISH,alerts/lineA,1,0,OK,216,407,1291
2025-09-02T08:53:48,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-2008,telemetry,CONNECT,,,0,MalformedPacket,256,506,231
2025-09-02T08:54:13,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-1373,,PUBLISH,sensors/temperature,2,0,OK,156,525,699
2025-09-02T08:55:02,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-4502,telemetry,SUBSCRIBE,cmd/actuator,2,0,OK,232,402,518
2025-09-02T08:55:32,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-2925,collector,PUBLISH,alerts/lineA,1,0,OK,82,576,567
2025-09-02T08:55:34,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-5522,collector,PUBLISH,cmd/actuator,1,0,OK,73,202,502
2025-09-02T08:55:34,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-1885,collector,SUBSCRIBE,status/plc,1,0,OK,116,406,783
2025-09-02T08:56:17,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-7003,plc,PUBLISH,sensors/temperature,0,0,MalformedPacket,523,388,550
2025-09-02T08:57:02,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-5258,plc,PUBLISH,cmd/actuator,1,0,OK,115,491,968
2025-09-02T08:57:09,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-7523,collector,PUBLISH,telemetry/PLC1,1,0,OK,173,260,438
2025-09-02T08:57:42,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-9710,collector,DISCONNECT,,,0,OK,175,476,656
2025-09-02T08:57:42,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-5490,plc,CONNECT,,,0,OK,85,283,762
2025-09-02T08:57:43,MQTT,D_DMZ_05,D_DMZ_05,C3_L3_12,10.61.8.136,10.186.12.201,client-9478,telemetry,PUBLISH,sensors/temperature,0,0,ServerBusy,189,220,324
2025-09-02T08:58:01,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-1071,,PUBLISH,telemetry/PLC1,0,0,OK,258,310,656
2025-09-02T08:58:30,MQTT,D_DMZ_08,D_DMZ_08,C3_L3_10,10.254.6.108,10.36.10.168,client-8785,plc,PUBLISH,telemetry/PLC1,1,0,OK,73,449,831
2025-09-02T08:58:41,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-3245,mes,SUBSCRIBE,sensors/temperature,1,0,OK,92,461,757
2025-09-02T08:58:45,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-5038,plc,DISCONNECT,,,0,OK,139,291,990
2025-09-02T08:59:52,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-9198,collector,PUBLISH,sensors/temperature,0,0,OK,482,502,677
2025-09-02T09:00:09,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15,client-2166,,DISCONNECT,,,0,OK,46,384,571
2025-09-02T09:00:27,MQTT,D_DMZ_03,D_DMZ_03,C3_L3_05,10.173.12.197,10.213.4.79,client-9065,,PINGREQ,,,0,OK,85,555,591
2025-09-02T09:00:49,MQTT,D_DMZ_10,D_DMZ_10,C3_L3_11,10.22.4.65,10.167.6.98,client-1839,,PUBLISH,alerts/lineA,2,0,OK,106,338,487
